WLmean_5721442,SFmean_5721442,RFmean_5920012,SFmax_5721442,RHmean_GK48617,TXmin_GK48617,RFmean_6023001,RHmax_GK48617,RFmax_6022062,RFmean_5922001,RFmax_6021010,RFmax_KB48615,RFmean_6021010,RFmax_6122064,RFmax_6121001,RFmax_6120014,RFd5p.d95p_5921009,RFd50mm_5920012,RFd5p.d95p_6022001,RFd1mm.d50mm_6120014,RFd1mm.d50mm_6021013,RFd5p.d95p_6121067,TMd10p.d90p_KB48615,TXd10p.d90p_KB48615,RFd5p.d95p_KB48615,RHd10p_GK48617,RFd5p.d95p_6121015,RFd5p.d95p_6122064,RHd10p.d90p_KB48615,TMd10p.d90p_GK4861,TNd10p.d90p_GK48617,RFd1mm.d50mm_6121001,RFd1mm.d50mm_6021060,RFd1mm.d50mm_6022062,RFd95p_6022001,RHd90p_KB48615,TNd23_KB48615,TNd90p_KB48615,TNd23.d34_KB48615,TNd10p_GK48617,TXd23.d34_GK48617,RHd10p_KB48615,TXd90p_GK48617,TNd90p_GK48617,Cases
0.091751516,0.010509214,0.005823976,0.008921146,0.667276051,0.688679245,0.037805782,0.609243697,0.211451247,0.419925152,0.008189263,0.0436068,0.013600396,0.269667478,0.030609122,0,0.714285714,0,0.285714286,0.285714286,1,0.142857143,0.857142857,1,0,0,0.285714286,0.142857143,0.857142857,1,0.714285714,0.142857143,0,0.142857143,0.2,0.285714286,0,0,1,0.142857143,1,0,0,0,Low
0.080311177,0.008581286,0.065228533,0.007252481,0.568555759,0.669811321,0,0.495798319,0.000944822,0.470512324,0.093903549,0.096082779,0.115356083,0.002838605,0.000918274,0,0.571428571,0.142857143,0,0.714285714,0.571428571,0.142857143,0.857142857,1,0.142857143,0,0.714285714,0,0.857142857,0.857142857,0.857142857,0,0,0,1,0.285714286,0.142857143,0,0.857142857,0,1,0,0,0,High
0.17194829,0.029464027,0.131295718,0.03814168,0.848872639,0.669811321,0.445070423,0.928571429,0.002078609,0.044521874,0.10100091,0.035476718,0.308852621,0.002027575,0.186715641,0,0.285714286,0.285714286,0,0.714285714,0.142857143,0.285714286,1,0.857142857,0.714285714,0,0.285714286,0.285714286,1,0.857142857,0.428571429,0.142857143,0.285714286,0.285714286,0.4,0.428571429,0.285714286,0,0.571428571,0.571428571,0.857142857,0,0.142857143,0.142857143,Low
0.449834115,0.176261471,0.225317989,0.247993822,0.719073735,0.688679245,0.830985915,0.705882353,0,0.020518777,0.535577798,0.060606061,0.62487636,0,0.239975513,0,0.285714286,0.428571429,0.714285714,0.285714286,0.571428571,0.571428571,1,1,0.714285714,0,0.142857143,0.714285714,1,0.857142857,0.857142857,0.428571429,0.285714286,0.142857143,0.4,0,0,0,1,0.142857143,1,0,0,0.142857143,Low
0.428211875,0.145205783,0.12440013,0.151567681,0.73857404,0.716981132,0.44521868,0.827731092,0.12414966,0.175506517,0.230755232,0.070214339,0.356948566,0.272506083,0.069482706,0,0.285714286,0.285714286,0.571428571,0.571428571,0,0.428571429,1,0.571428571,0.285714286,0.142857143,0,0.285714286,1,0.857142857,0.428571429,0.285714286,0.285714286,0.285714286,0,0.285714286,0.428571429,0.428571429,0.571428571,0.285714286,0.857142857,0,0.142857143,0.285714286,Low
0.204210045,0.039487129,0.006988771,0.038514294,0.619134674,0.669811321,0.496515938,0.567226891,0.003212396,0.021164021,0.021838035,0.001478197,0.018545994,0.156123277,0.001530456,0,0.428571429,0,0.428571429,0.285714286,0.142857143,0,1,1,0.285714286,0,0.857142857,0.142857143,1,0.857142857,0.857142857,0,0,0,0,0.428571429,0.142857143,0,0.857142857,0.142857143,1,0,0,0.142857143,Low
0.153414941,0.023269643,0.010250198,0.018349912,0.604509445,0.716981132,0.035581913,0.575630252,0.042517007,0.000258098,0.033303003,0.436067997,0.024109792,0.087591241,0.186715641,0.102857143,0.285714286,0,0.285714286,0.428571429,0,0.142857143,0.714285714,0.714285714,0,0,0.714285714,0.142857143,1,1,0.857142857,0.142857143,0.142857143,0.142857143,0.2,0,0,0,1,0.142857143,0.857142857,0,0.142857143,0,Low
0.172863517,0.028926,0.047057727,0.023048094,0.720292504,0.679245283,0.044477391,0.735294118,0,0.133436572,0.102456779,0.651884701,0.127349159,0.054744526,0.018671564,0.017880184,0.571428571,0.142857143,0.142857143,0.285714286,0.285714286,0.428571429,0.857142857,0.857142857,0.571428571,0,0.285714286,0.571428571,1,0.857142857,1,0.142857143,0.142857143,0.142857143,0,0.571428571,0.142857143,0,0.857142857,0,1,0,0,0,Low
0.120466766,0.015627544,0.000232959,0.011750856,0.733698964,0.688679245,0.082431431,0.802521008,0.151360544,0.085946574,0.000909918,0.164079823,0.00111276,0.260746148,0.148760331,0.033179724,1,0,0.428571429,0,0.285714286,0.142857143,1,1,0.428571429,0,0.142857143,0.285714286,1,0.571428571,1,0.285714286,0.285714286,0.428571429,0,1,0,0,1,0,1,0,0,0.571428571,Low
0.119208329,0.015521355,0.002795509,0.01339252,0.620962827,0.688679245,0.015567087,0.617647059,0.070672714,0.388953413,0.007461328,0.610495196,0.005069238,0.036901865,0.001224365,0,0.571428571,0,0.285714286,0.142857143,0.285714286,0.285714286,0.857142857,1,0.142857143,0,0.285714286,0.571428571,1,0.857142857,1,0,0.285714286,0.285714286,0.2,0.142857143,0,0.285714286,1,0,1,0,0,0.285714286,Low
0.224917057,0.052137829,0.083632297,0.061821599,0.402193784,0.650943396,0.00074129,0.415966387,0.073696145,0.04968383,0.238216561,0.113821138,0.18916914,0.158150852,0.093357821,0.075760369,0.571428571,0.142857143,0.285714286,0.142857143,0,0.571428571,1,0.857142857,0.571428571,0,0.571428571,0.285714286,1,1,1,0.428571429,0.142857143,0.285714286,0.2,0.571428571,0,0,1,0,0.714285714,0,0.285714286,0,Low
0.18075735,0.031172496,0.001397754,0.028572509,0.49055454,0.5,0.063750927,0.634453782,0.015117158,0.009678668,0.003275705,0.119733925,0.003709199,0.0405515,0.030609122,0.033364055,0.285714286,0,0.857142857,0,0.142857143,0,0.857142857,1,0.285714286,0,0.142857143,0.285714286,0.857142857,1,1,0.285714286,0.142857143,0.285714286,0.4,0.142857143,0.142857143,0,0.857142857,0,1,0.142857143,0.142857143,0,Low
0.519963391,0.23181978,0.196803802,0.357645077,0.505789153,0.58490566,0.103187546,0.537815126,0.203703704,0,0.279162875,0.084996305,0.462289812,0.231143552,0.143862871,0.037788018,0.571428571,0.428571429,0.714285714,0.285714286,0.285714286,0.428571429,1,0.714285714,0.285714286,0,0.142857143,0.428571429,0.571428571,1,0.857142857,0.428571429,0.428571429,0.428571429,0,0,0,0,1,0,0.857142857,0.285714286,0.285714286,0,Low
0.242191969,0.053787305,0.015421889,0.044152113,0.50274223,0.169811321,0.323202372,0.466386555,0.05952381,0,0.020018198,0.002217295,0.023120673,0.104622871,0.013774105,0,0.571428571,0,0.714285714,0,0.285714286,0.142857143,1,1,0.285714286,0.142857143,0.428571429,0.428571429,1,1,0.857142857,0.285714286,0.142857143,0.142857143,0,0.142857143,0,0,1,0.142857143,1,0,0.142857143,0.142857143,Low
0.185562293,0.032458568,0.01467642,0.024824763,0.474710542,0.235849057,0.018532246,0.420168067,0.138888889,0,0.040946315,0,0.028437191,0.152068127,0.11325375,0,0.714285714,0,0.285714286,0,0.428571429,0.571428571,1,1,0.428571429,0,0.285714286,0.428571429,1,1,1,0.285714286,0.428571429,0.285714286,0,0,0,0,1,0,1,0,0,0,Low
0.132364718,0.019220286,0.000232959,0.02242167,0.560329067,0.396226415,0.035581913,0.609243697,0.005668934,0.029681249,0,0.036954915,0,0.00405515,0.111723294,0,0.142857143,0,0.714285714,0,0.428571429,0.428571429,1,1,0.571428571,0,0.571428571,0.428571429,0.857142857,1,1,0.571428571,0.571428571,0.285714286,0,0,0,0,1,0,1,0.142857143,0.428571429,0,Low
0.086031347,0.009417822,0,0.00644785,0.513101767,0.537735849,0,0.663865546,0.057634165,0.051619564,0,0.249815225,0,0.328467153,0.160697888,0,0.285714286,0,0.857142857,0,0.285714286,0.285714286,1,1,0.714285714,0.285714286,0.285714286,0.714285714,1,1,0.714285714,0.142857143,0.285714286,0.285714286,0,0,0.142857143,0,0.857142857,0.142857143,1,0,0,0,Low
0.089234641,0.010150529,0.006289894,0.011713054,0.411943936,0.688679245,0,0.420168067,0.010770975,0.124532198,0,0.33037694,0,0.155717762,0.022956841,0,0.428571429,0,0.714285714,0,0.428571429,0,1,1,0.142857143,0,0.428571429,0.428571429,1,1,0.714285714,0.142857143,0.285714286,0.142857143,0,0.142857143,0,0,1,0,1,0,0,0,Low
0.09358197,0.010526912,0.022084518,0.008197518,0.305301645,0.339622642,0.007412898,0.256302521,0.017006803,0.005678152,0.018198362,0.033998522,0.027077151,0.064882401,0.018365473,0,0.428571429,0,0,0,0.142857143,0.285714286,1,1,0.285714286,0,0.714285714,0.142857143,1,1,0.714285714,0.142857143,0.142857143,0.142857143,0,0.571428571,0,0,1,0,1,0,0,0,Low
0.097586089,0.011234841,0.027955085,0.007452289,0.300426569,0.29245283,0.060044477,0.331932773,0.027399849,0.127887469,0.027297543,0.101256467,0.040924827,0.081103001,0,0,0.714285714,0,0.428571429,0,0.428571429,0.571428571,1,1,0.142857143,0,0.571428571,0.142857143,0.714285714,1,0.857142857,0,0.285714286,0,0,0,0.142857143,0,0.857142857,0,1,0.285714286,0,0,Low
0.104221485,0.012622383,0.029818758,0.008359524,0.472882389,0.566037736,0.021497405,0.487394958,0.004724112,0.007742935,0.005459509,0,0.004327399,0.01216545,0.060606061,0.02764977,0.714285714,0,0.285714286,0,0.571428571,0.714285714,1,1,0.571428571,0.142857143,0,0.571428571,1,1,1,0.571428571,0.428571429,0.428571429,0,0,0.142857143,0,0.857142857,0,1,0,0,0,Low
0.120352362,0.01617501,0.023295905,0.019516357,0.460694698,0.226415094,0,0.537815126,0.001889645,0.002839076,0.082620564,0,0.105712166,0.00405515,0.062748699,0,0.571428571,0,0.857142857,0,0.428571429,0.857142857,1,1,0.571428571,0,0.285714286,0.857142857,0.857142857,1,0.857142857,0.571428571,0.714285714,0.571428571,0,0,0,0,1,0,1,0.142857143,0,0,Low
0.140372955,0.020168912,0.044961096,0.018954735,0.332114564,0.235849057,0.007412898,0.420168067,0.014172336,0.012646793,0.051865332,0.03473762,0.06120178,0.062854826,0.015304561,0.013824885,0.285714286,0.142857143,0.857142857,0,0.142857143,0.285714286,1,1,0.285714286,0,0.285714286,0.571428571,1,1,0.428571429,0.428571429,0,0.142857143,0,0,0.142857143,0,0.857142857,0,1,0,0,0,Low
0.149639629,0.02249446,0.045659973,0.018717126,0.478366849,0.264150943,0.0744255,0.478991597,0.017762661,0.066460188,0.090991811,0.26977088,0.122403561,0.032035685,0.018365473,0,0.714285714,0.142857143,0.285714286,0,0.142857143,0.285714286,1,1,0.428571429,0,0.571428571,0.571428571,0.857142857,1,0.571428571,0.285714286,0.428571429,0.571428571,0,0,0.142857143,0,0.857142857,0.142857143,1,0.142857143,0,0,Low
0.125157305,0.016991488,0.003727345,0.0180367,0.421084704,0.094339623,0.030096368,0.390756303,0.012282691,0.041940896,0.003275705,0.016260163,0.002225519,0.018248175,0.003060912,0,0.428571429,0,0.285714286,0.285714286,0.142857143,0.285714286,1,1,0.142857143,0.142857143,0.714285714,0.142857143,1,1,0.857142857,0,0.285714286,0.142857143,0,0.714285714,0.285714286,0,0.714285714,0.142857143,1,0,0,0,Low
0.141059375,0.020278641,0.006755812,0.015142188,0.375380865,0.443396226,0.003706449,0.289915966,0.054799698,0.000645245,0.010373066,0,0.014465875,0.056772101,0.172941537,0.003870968,0.571428571,0,0.142857143,0.285714286,0.428571429,0.428571429,0.714285714,1,0.428571429,0,0.428571429,0.571428571,1,1,0.714285714,0.142857143,0.428571429,0.428571429,0,0.142857143,0.142857143,0,0.714285714,0.285714286,1,0,0.142857143,0,Low
0.15169889,0.02390324,0.070353632,0.026342222,0.276051188,0.367924528,0.017049666,0.31092437,0.01984127,0.103239128,0.098271156,0.086474501,0.09396637,0.034468775,0.102846648,0,0.285714286,0.142857143,1,0.571428571,0.571428571,0.428571429,0.857142857,0.857142857,0.142857143,0,0.428571429,0.285714286,0.857142857,0.714285714,1,0.285714286,0.285714286,0.428571429,0,0,0,0,1,0,1,0.142857143,0,0,Low
0.080883194,0.009121672,0.008386526,0.010244197,0.469226082,0.188679245,0.070422535,0.428571429,0.047619048,0.092915215,0.017288444,0.057649667,0.013600396,0.087185726,0.140801959,0.014746544,0.714285714,0,0,0,0.571428571,0.714285714,1,1,0.285714286,0,0.285714286,0.857142857,1,0.857142857,0.857142857,0.428571429,0.428571429,0.571428571,0,0,0,0,1,0,1,0,0,0,Low
0.032261755,0.002634678,0,0.001614663,0.403412553,0.452830189,0.014825797,0.378151261,0.081254724,0.02839076,0,0.009608278,0,0.107461476,0.139271503,0.010138249,0.714285714,0,0.714285714,0.285714286,0.285714286,0.714285714,0.571428571,0.571428571,0.285714286,0,0.571428571,0.428571429,0.571428571,1,1,0.142857143,0.142857143,0.285714286,0,0.142857143,0,0,1,0,1,0,0,0,Low
0.036037067,0.003032298,0.030750594,0.002764907,0.446678854,0.556603774,0.04595997,0.5,0.038359788,0.044521874,0.013648772,0.104951959,0.022255193,0.102189781,0.024487297,0.089032258,0.428571429,0,0.571428571,0.142857143,0.285714286,0.571428571,0.714285714,0.714285714,0.428571429,0,0.428571429,0.571428571,0.714285714,1,1,0.285714286,0.285714286,0.428571429,0.2,0,0,0,1,0,1,0,0,0,Low
0.047935019,0.004549627,0.015608256,0.004806186,0.438756855,0.20754717,0.057079318,0.462184874,0.078420257,0.025809782,0.036942675,0.03917221,0.054648863,0.123682076,0.041322314,0,0.714285714,0,1,0.142857143,0.285714286,0.428571429,1,1,0.714285714,0.142857143,0.714285714,0.571428571,0.714285714,1,0.857142857,0.428571429,0.428571429,0.428571429,0,0,0.285714286,0,0.714285714,0.142857143,1,0,0,0.142857143,Low
0.092781146,0.011072018,0.029166473,0.013009105,0.555149299,0.226415094,0.098591549,0.533613445,0.024754346,0.047231901,0.027297543,0.079822616,0.057863502,0.01865369,0.074992348,0,0.714285714,0,1,0.285714286,0.142857143,0.571428571,1,1,0.857142857,0,0.428571429,0.857142857,0.571428571,1,1,0.714285714,0.857142857,0.857142857,0,0,0,0,1,0,1,0,0,0,Low
0.077794303,0.008197824,0.009970647,0.006285844,0.510664229,0.075471698,0.020756116,0.491596639,0.086923658,0.063104917,0.017288444,0.016260163,0.017927794,0.125709651,0.102540557,0,0.285714286,0,1,0,0.428571429,0.428571429,1,1,0.857142857,0,0.571428571,0.714285714,1,1,0.714285714,0.714285714,0.571428571,0.571428571,0,0,0.142857143,0,0.857142857,0.142857143,1,0,0,0,Low
0.054112802,0.005133669,0.013744584,0.006550454,0.463741621,0.537735849,0.024462565,0.634453782,0.069916856,0.047102852,0.151956324,0.130081301,0.103857567,0.02838605,0.059687787,0,1,0,1,0.142857143,0.285714286,0.714285714,0.857142857,0.714285714,0.428571429,0,0.571428571,0.571428571,0.571428571,1,0.571428571,0.428571429,0.428571429,0.428571429,0,0,0.428571429,0,0.571428571,0.285714286,1,0,0,0,Low
0.085001716,0.009448499,0.013045707,0.010471006,0.47714808,0.641509434,0.017790956,0.470588235,0.065192744,0.015485869,0.01455869,0.037694013,0.017309594,0.066909976,0.047444138,0,0.142857143,0,0.857142857,0.285714286,0.285714286,0.428571429,0.857142857,0.714285714,0.571428571,0,1,0.285714286,0.428571429,0.714285714,1,0.285714286,0.285714286,0.428571429,0,0,0,0,1,0,1,0,0,0,Low
0.120809976,0.01636733,0.081722033,0.018506518,0.709932968,0.688679245,0.100815419,0.823529412,0.015684051,0.04258614,0.076615105,0.133037694,0.12611276,0.044201135,0.090296908,0.000921659,0.285714286,0.285714286,0.571428571,0.428571429,0.428571429,1,1,1,0.857142857,0,1,1,1,0.142857143,1,0.428571429,0.571428571,0.857142857,0.2,0,0,0,1,0,1,0,0,0,Low
0.104907905,0.012793466,0.045659973,0.011124432,0.501523461,0.820754717,0.138621201,0.87394958,0.009448224,0.061298232,0.040036397,0.038433112,0.060583581,0.042579075,0.193449648,0.039631336,0.714285714,0,0.857142857,0.142857143,0.857142857,0.571428571,0.571428571,0.714285714,0.571428571,0,0.571428571,0.428571429,0.428571429,0.714285714,1,0.428571429,0.285714286,0.428571429,0,0,0.142857143,0,0.857142857,0,1,0,0,0,Low
0.106852763,0.013378688,0.013744584,0.012404281,0.566727605,0.877358491,0.033654559,0.630252101,0.041194255,0.044521874,0.051865332,0.019955654,0.06120178,0.109489051,0.036730946,0.052534562,0.285714286,0,0.428571429,0.285714286,0.714285714,0.428571429,0.142857143,0.142857143,0.571428571,0,0.571428571,0.428571429,0,0.285714286,1,0.285714286,0.142857143,0.285714286,0,0,0.142857143,0,0.714285714,0,1,0,0,0,Low
0.119437135,0.015847002,0.026557331,0.014823575,0.587446679,0.462264151,0.021942179,0.617647059,0.088435374,0.014840625,0.070427662,0.061345159,0.052546983,0.188969992,0.05785124,0,0.714285714,0,0.571428571,0,0.571428571,1,0.714285714,0.571428571,1,0,0.714285714,1,0.857142857,0.857142857,0.714285714,0.285714286,0.428571429,0.285714286,0,0,0,0.142857143,1,0.142857143,1,0,0,0.142857143,Low
0.106738359,0.013244181,0.024600475,0.015034183,0.38147471,0.716981132,0.04744255,0.428571429,0.034013605,0.068395922,0.026933576,0.094604582,0.053536103,0.054744526,0.009794919,0.021198157,0.428571429,0,0.714285714,0,0.428571429,0.571428571,0.428571429,0.428571429,0.428571429,0,0.428571429,0.285714286,0.428571429,0.571428571,1,0.285714286,0,0.142857143,0,0,0,0,1,0,1,0,0,0,Low
0.165427297,0.027394513,0.023761823,0.02938254,0.565508836,0.726415094,0.012601927,0.760504202,0.037414966,0.083881791,0.037306642,0.100517369,0.079376855,0.090024331,0.052341598,0.057695853,0.571428571,0,0.285714286,0,0.428571429,0.714285714,0.857142857,0.714285714,0.571428571,0,0.571428571,0.857142857,0.857142857,0.428571429,1,0.428571429,0.571428571,0.571428571,0,0,0,0,1,0,1,0,0,0,Low
0.123098044,0.017109477,0.015421889,0.021768245,0.596587447,0.849056604,0.058561898,0.655462185,0.002267574,0.046457607,0.004549591,0.113821138,0.004327399,0.02108678,0.024487297,0,0.714285714,0,1,0,0.428571429,0.857142857,0.571428571,0.285714286,1,0,1,0.571428571,1,1,0.857142857,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0.142857143,0.714285714,0,1,0,0,0,Low
0.039469168,0.003576224,0.023062946,0.004816987,0.424741011,0.783018868,0.032616753,0.37394958,0.036281179,0.10181959,0.016378526,0.046563193,0.022255193,0.053122466,0.019895929,0,0.285714286,0,1,0.142857143,0.142857143,0.428571429,0.428571429,0.571428571,0.142857143,0,0.428571429,0.285714286,0.857142857,1,1,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0.285714286,1,0,1,0,0,0.142857143,Low
0.073675781,0.0084338,0.109490752,0.011902062,0.655697745,0.877358491,0.077094144,0.886554622,0.004913076,0.035617499,0.047315742,0.019216556,0.081602374,0.0324412,0.24181206,0,0.571428571,0.285714286,0.714285714,0,0.571428571,0.571428571,1,1,0.571428571,0.142857143,0.714285714,0.428571429,1,0.714285714,1,0.571428571,0.428571429,0.428571429,0,0,0,0.142857143,1,0,1,0,0,0.142857143,Low
0.044274111,0.003874734,0.011880911,0.00310512,0.981718464,0.471698113,0.032320237,0.920168067,0.006613757,0.045812363,0.027297543,0.031781227,0.023491592,0.014193025,0.307009489,0.042396313,0.571428571,0,0.857142857,0.142857143,0.428571429,0.285714286,1,1,0.285714286,0,0.571428571,0.285714286,1,0.571428571,0.857142857,0.428571429,0.714285714,0.714285714,0,0,0,0,1,0,1,0,0,0,Low
0.052739961,0.004865836,0.073568467,0.003801748,0.664838513,0.594339623,0.045515196,0.81092437,0.099206349,0.061298232,0.099181074,0.169253511,0.105464886,0.336577453,0.673094582,0.001843318,0.428571429,0.142857143,0.285714286,0.142857143,0.285714286,0.571428571,1,0.857142857,0.571428571,0,0.571428571,0.428571429,1,0.571428571,1,0.428571429,0.428571429,0.428571429,0,0,0,0.142857143,1,0,1,0,0,0,Low
0.11589063,0.01587178,0.109863486,0.014596766,0.831200487,0.70754717,0.110007413,0.93697479,0.13681028,0.04258614,0.053867152,0.033259424,0.0640455,0.373884834,0.489133762,0.005529954,0.285714286,0.285714286,0.571428571,0,0.142857143,0.571428571,0.857142857,0.714285714,0.428571429,0,0.571428571,0.428571429,0.857142857,1,1,0.571428571,0.571428571,0.571428571,0,0,0,0,1,0,1,0,0,0,Low
0.159935934,0.027533739,0.017425337,0.03145082,0.458866545,0.698113208,0.042550037,0.714285714,0.46239607,0.326493741,0.018380346,0.059127864,0.034371909,0.584752636,0.065809611,0.166820276,0.285714286,0,0.571428571,0.428571429,0.285714286,0.428571429,0.571428571,0.571428571,0.285714286,0,0.285714286,0.285714286,0.428571429,1,1,0.142857143,0.142857143,0.142857143,0,0,0,0,1,0,1,0,0,0,Low
0.126530145,0.01697025,0.104505428,0.013289916,0.460694698,0.754716981,0.065974796,0.613445378,0.303287982,0.199380565,0.048043676,0.082039911,0.085929773,0.580291971,0.038261402,0.11483871,0.428571429,0.285714286,0.285714286,0.571428571,0.571428571,0.714285714,1,1,0.571428571,0,0.428571429,0.285714286,1,1,1,0.285714286,0.285714286,0.285714286,0.2,0,0,0,1,0,1,0,0,0,Low
0.160164741,0.025884263,0.003727345,0.02681204,0.542961609,0.839622642,0.046404744,0.861344538,0.030234316,0.168537876,0.005459509,0.054693274,0.004945598,0.123682076,0.177226814,0.38156682,0.285714286,0,0.714285714,0.285714286,0.571428571,0.285714286,1,1,0.285714286,0,0.428571429,0.285714286,1,0.714285714,1,0.285714286,0,0.428571429,0.4,0,0.142857143,0,0.714285714,0,1,0,0,0.142857143,Low
0.156618236,0.025330898,0.203419839,0.030359978,0.371724558,0.650943396,0.107190512,0.390756303,0.020597128,0.189572848,0.180709736,0.147080562,0.210806133,0.04379562,0.014080196,0.253640553,0.714285714,0.285714286,0.285714286,0.285714286,0.428571429,0.285714286,1,1,0.285714286,0,0.571428571,0.285714286,1,0,0.857142857,0.285714286,0.285714286,0.285714286,0.2,0,0.142857143,0,0.857142857,0.142857143,1,0,0,0.428571429,Low
0.170918659,0.030346579,0.156688254,0.045896381,0.371115174,0.566037736,0.416604892,0.340336134,0.093915344,0.045296167,0.114285714,0.130820399,0.159866469,0.118004866,0.00244873,0.034101382,0.285714286,0.428571429,0.714285714,0.428571429,0.571428571,0.142857143,0.857142857,0.857142857,0,0.142857143,0.571428571,0.285714286,1,0.714285714,0.857142857,0,0.285714286,0.285714286,0.2,0.142857143,0.142857143,0.428571429,0.571428571,0.142857143,0.857142857,0,0.428571429,0.428571429,Low
0.527514014,0.226540986,0.467735172,0.28943503,0.626447288,0.556603774,0.152112676,0.852941176,0.008314437,0.043102336,0.233848954,0.101256467,0.286721068,0.01054339,0.140495868,0.010691244,0.571428571,0.428571429,0.142857143,0.428571429,0.428571429,0.571428571,0.142857143,0.714285714,0.857142857,0.857142857,0.285714286,0.714285714,1,0.857142857,0.857142857,0.285714286,0.428571429,0.428571429,0.4,0.428571429,0.142857143,0,0.857142857,0,0.714285714,0,0.285714286,0.142857143,High
0.333028257,0.094864915,0.085076644,0.115899297,0.519804997,0.726415094,0.137138621,0.81092437,0.004535147,0.043360434,0.074431301,0.077605322,0.121538081,0.002027575,0.015610652,0.138248848,0.714285714,0.142857143,0.714285714,0.142857143,0.285714286,0.428571429,0.571428571,0.571428571,0.285714286,0.714285714,0.428571429,0.571428571,0.285714286,1,0.571428571,0.142857143,0.142857143,0.285714286,0,0.142857143,0.142857143,0,0.857142857,0.428571429,1,0,0,0.285714286,Low
0.2364718,0.051839319,0.102967898,0.051788009,0.824497258,0.698113208,0.297850259,0.978991597,0.171201814,0.254355401,0.029299363,0.090169993,0.039317507,0.141930251,0.388429752,0.000552995,0.285714286,0.285714286,0.142857143,0.714285714,0.285714286,0.571428571,0.857142857,1,0.571428571,0,0.285714286,0.428571429,0.857142857,0,0.714285714,0.571428571,0.428571429,0.428571429,0,0.285714286,0.285714286,0.428571429,0.714285714,0.285714286,0.857142857,0,0.142857143,0.428571429,Low
0.159707127,0.024864844,0.024227741,0.01933275,0.460085314,0.443396226,0.034988881,0.495798319,0.004724112,0.003871467,0.026569609,0.44789357,0.020771513,0.01054339,0.096418733,0.006820276,0.142857143,0,0.571428571,0.142857143,0.142857143,0.571428571,1,1,0.285714286,0.142857143,0.428571429,0.285714286,1,0.285714286,0.857142857,0.285714286,0.285714286,0.428571429,0,0,0.285714286,0.142857143,0.714285714,0.142857143,1,0,0,0.142857143,Low
0.171147466,0.028330159,0.089689233,0.026504228,0.398537477,0.679245283,0.022090437,0.478991597,0.279100529,0,0.024567789,0.15668884,0.058481701,0.562449311,0.052341598,0.034101382,0,0.142857143,0.428571429,0.571428571,0.142857143,0.428571429,0.571428571,0.857142857,0.428571429,0,0.428571429,0.428571429,1,0.571428571,0.714285714,0.142857143,0.142857143,0.142857143,0.2,0.571428571,0.142857143,0,0.857142857,0.142857143,0.857142857,0,0.285714286,0.142857143,Low
0.223429814,0.056923433,0.303918371,0.150309432,0.263254113,0.58490566,0.037805782,0.214285714,0.015495087,0.011614402,0.313921747,0.155949741,0.263105836,0.066504461,0,0.000737327,0,0.285714286,0.428571429,0.571428571,0.285714286,0.142857143,0.571428571,0.571428571,0,0.285714286,0.428571429,0,0.857142857,0.428571429,0.857142857,0,0,0,0,0.428571429,0,0.142857143,1,0,0.285714286,0,0.714285714,0.428571429,High
0.283262784,0.076831591,0.137958347,0.150196028,0.160877514,0.641509434,0.135656041,0.084033613,0.026455026,0,0.133212011,0.424981523,0.09297725,0.087591241,0,0.244423963,0.571428571,0.142857143,0,0.142857143,0.285714286,0,0.714285714,1,0,0.142857143,0.714285714,0,1,0.714285714,0.714285714,0,0,0,0,0.142857143,0.285714286,0.142857143,0.714285714,0.142857143,0.571428571,0,0.714285714,0.428571429,Low
0.169088205,0.027396872,0,0.02087181,0.149908592,0.698113208,0.00074129,0.096638655,0.000944822,0,0,0.057649667,0,0,0.003060912,0,0.714285714,0,0,0,0.428571429,0,0.571428571,0.857142857,0.142857143,0,0.428571429,0.142857143,0.857142857,0.428571429,0.428571429,0,0,0,0,0.428571429,0.285714286,0,0.714285714,0.285714286,0.714285714,0.142857143,0.428571429,0.285714286,Low
0.138084887,0.01948694,0,0.013937941,0.564290067,0.471698113,0,0.651260504,0,0.001935734,0.000909918,0.036215817,0.0006182,0,0.039791858,0,0.285714286,0,0,0,0.285714286,0.714285714,1,1,0.857142857,0.285714286,0,0.571428571,1,0.857142857,1,0.571428571,0.571428571,0.428571429,0,0.285714286,0,0.285714286,1,0,0.857142857,0,0.142857143,0.428571429,Low
0.118407505,0.015246442,0,0.010714016,0.365630713,0.801886792,0.008154188,0.638655462,0,0,0,0.033998522,0,0.02027575,0.082950719,0,0.571428571,0,0.714285714,0,0.285714286,0.571428571,0.714285714,0.857142857,0.428571429,0.142857143,0,0.428571429,1,0.142857143,1,0.428571429,0.428571429,0.428571429,0,0,0.285714286,0.285714286,0.714285714,0,0.714285714,0,0.285714286,0.571428571,High
0.099073333,0.011567568,0,0.008089514,0.343083486,0.764150943,0,0.302521008,0.015117158,0,0.000909918,0.059127864,0.0006182,0.046634225,0.021426385,0,0.714285714,0,0.428571429,0,0,0,0.857142857,1,0,0.428571429,0,0,1,0.428571429,0.714285714,0.142857143,0.142857143,0.142857143,0,0,0.285714286,0.142857143,0.714285714,0.142857143,1,0,0,0.142857143,High
