WLmean_5721442,SFmean_5721442,RFmean_5920012,SFmax_5721442,RHmean_GK48617,TXmin_GK48617,RFmean_6023001,RHmax_GK48617,RFmax_6022062,RFmean_5922001,RFmax_6021010,RFmax_KB48615,RFmean_6021010,RFmax_6122064,RFmax_6121001,RFmax_6120014,RFd5p.d95p_5921009,RFd50mm_5920012,RFd5p.d95p_6022001,RFd1mm.d50mm_6120014,RFd1mm.d50mm_6021013,RFd5p.d95p_6121067,TMd10p.d90p_KB48615,TXd10p.d90p_KB48615,RFd5p.d95p_KB48615,RHd10p_GK48617,RFd5p.d95p_6121015,RFd5p.d95p_6122064,RHd10p.d90p_KB48615,TMd10p.d90p_GK4861,TNd10p.d90p_GK48617,RFd1mm.d50mm_6121001,RFd1mm.d50mm_6021060,RFd1mm.d50mm_6022062,RFd95p_6022001,RHd90p_KB48615,TNd23_KB48615,TNd90p_KB48615,TNd23.d34_KB48615,TNd10p_GK48617,TXd23.d34_GK48617,RHd10p_KB48615,TXd90p_GK48617,TNd90p_GK48617,Cases
0.088548221,0.009837861,0.000232959,0.006426249,0.275441804,0.641509434,0.004447739,0.201680672,0.029478458,0.05678152,0,0,0,0.172343877,0.013774105,0,0.571428571,0,0.285714286,0,0,0.428571429,0.571428571,0.714285714,0.571428571,0,1,0.428571429,1,0.857142857,0.857142857,0.142857143,0,0.142857143,0,0,0,0,1,0,0.714285714,0,0.285714286,0.142857143,High
0.081912825,0.008766527,0,0.005772824,0.315661182,0.669811321,0,0.382352941,0.006613757,0.008001032,0,0,0,0,0.040097949,0,0.142857143,0,0.285714286,0,0.142857143,0.571428571,0.857142857,0.571428571,0.714285714,0,0.857142857,0.571428571,1,1,0.571428571,0.285714286,0.428571429,0.285714286,0,0,0,0,1,0,0.714285714,0,0.571428571,0,High
0.075849445,0.007875716,0,0.005508214,0.335770871,0.518867925,0,0.319327731,0.014172336,0.011356304,0,0.016999261,0,0.0405515,0.004591368,0.000921659,0.571428571,0,0.571428571,0,0.714285714,0.571428571,1,1,0.285714286,0.714285714,0.142857143,0.571428571,1,1,0.571428571,0.142857143,0.142857143,0.285714286,0,0,0,0,1,0,0.857142857,0,0.285714286,0,Low
0.065324334,0.006394963,0.044169035,0.004087959,0.31261426,0.245283019,0,0.600840336,0.023620559,0.001290489,0.064058235,0,0.044015826,0.105839416,0.058157331,0,0.571428571,0.142857143,0.428571429,0.142857143,0.428571429,0.142857143,1,1,0.428571429,0.285714286,0.571428571,0.142857143,1,1,0.857142857,0.142857143,0.142857143,0,0,0,0,0,1,0,1,0,0.142857143,0.142857143,Low
0.109827251,0.014395747,0.015235522,0.016319433,0.281535649,0.518867925,0.057820608,0.298319328,0.043461829,0,0.007097361,0.002217295,0.004821958,0.0324412,0.02020202,0,0.571428571,0,0,0,0.285714286,0.428571429,1,1,0.571428571,0.142857143,0.714285714,0.428571429,1,1,0.714285714,0.285714286,0.285714286,0.142857143,0,0,0,0,1,0,1,0,0,0,High
0.067955611,0.006758367,0.020267437,0.004509175,0.224862888,0.188679245,0.01675315,0.331932773,0.001133787,0.018712092,0.010009099,0,0.009272997,0.006893755,0.07805326,0,0.285714286,0,0.571428571,0.285714286,0.285714286,0.857142857,1,0.857142857,0.571428571,0.142857143,0.571428571,0.571428571,1,1,0.571428571,0.571428571,0.428571429,0.571428571,0,0,0,0,1,0,1,0,0.285714286,0,High
0.08008237,0.008666237,0.000232959,0.008148916,0.371115174,0.698113208,0.023276501,0.357142857,0.020030234,0,0,0,0,0.028791565,0.010713193,0,0.571428571,0,0.571428571,0,0.285714286,0.571428571,1,1,0.142857143,0.571428571,0.285714286,0.571428571,1,1,0.857142857,0.285714286,0.428571429,0.285714286,0,0,0,0,1,0,1,0,0,0,High
0.068870839,0.006973106,0,0.006923069,0.316879951,0.018867925,0.004892513,0.319327731,0.049319728,0.000387147,0,0,0,0.04460665,0.012243649,0.016774194,0.428571429,0,0.571428571,0.142857143,0.428571429,0.428571429,0.857142857,0.857142857,0.142857143,0.142857143,0.428571429,0.428571429,1,1,0.857142857,0.142857143,0,0,0,0,0,0,1,0,1,0,0,0,Low
0.064065896,0.00632889,0.001118203,0.00669086,0.146252285,0.254716981,0.001037806,0.193277311,0.002834467,0.000258098,0,0.080561715,0,0.034468775,0.033363942,0.013824885,0.857142857,0,0.142857143,0,0.285714286,0.571428571,1,1,0.285714286,0.285714286,0.571428571,0.571428571,0.857142857,1,0.571428571,0.285714286,0.285714286,0.428571429,0,0,0,0,1,0,1,0,0,0,Low
0.092666743,0.010957569,0.019382193,0.013052306,0.231566118,0.198113208,0.00074129,0.239495798,0.000944822,0.060007743,0.003639672,0.06947524,0.002472799,0.034468775,0.102540557,0.026728111,0.285714286,0,0.428571429,0.142857143,0.142857143,0.571428571,1,1,0.428571429,0.285714286,0.714285714,0.285714286,0.857142857,1,0.571428571,0.285714286,0.428571429,0.285714286,0,0,0,0,1,0,1,0.142857143,0,0.142857143,Low
0.074705411,0.007826161,0.005823976,0.006987871,0.276660573,0.094339623,0.00222387,0.369747899,0.048185941,0.010969157,0,0.03473762,0,0.0324412,0.024487297,0.000921659,0.428571429,0,0.285714286,0,0.571428571,0.428571429,1,1,0.428571429,0.571428571,0.285714286,0.714285714,1,1,0.714285714,0.142857143,0.428571429,0.571428571,0,0,0,0,1,0,1,0,0,0,Low
0.059260954,0.005652817,0.092484741,0.004789986,0.341255332,0.320754717,0,0.281512605,0.047808012,0.024519293,0.01455869,0.000739098,0.016073195,0.161394972,0.024487297,0.02764977,0.571428571,0.285714286,0.857142857,0.142857143,0.285714286,0.428571429,1,1,0.285714286,0.285714286,0.714285714,0.285714286,1,1,0.571428571,0.285714286,0.285714286,0.285714286,0,0,0,0,1,0,1,0,0,0,High
0.080654387,0.008759448,0.044728137,0.008996749,0.143205362,0.216981132,0.00074129,0.138655462,0.011337868,0.096141438,0.057324841,0,0.046983185,0.070965126,0.020508111,0.008294931,0.714285714,0.142857143,0.285714286,0.285714286,0.285714286,0,0.714285714,0.714285714,0.142857143,0.428571429,0.428571429,0.142857143,1,0.714285714,0.428571429,0.142857143,0.285714286,0.142857143,0,0,0.142857143,0,0.857142857,0,1,0,0,0.285714286,High
0.097357282,0.011371708,0.017704887,0.009677175,0.365021328,0.330188679,0.028910304,0.352941176,0.030234316,0.132920377,0.015468608,0,0.012363996,0.042579075,0.081114172,0.0359447,0.714285714,0,0.142857143,0.285714286,0.285714286,0.428571429,0.857142857,0.857142857,0.857142857,0,0.571428571,0.571428571,0.857142857,1,0.714285714,0.428571429,0.571428571,0.285714286,0,0,0,0,1,0,1,0.142857143,0,0,High
0.085344926,0.00934349,0.023528864,0.007803303,0.294942108,0.169811321,0.024462565,0.512605042,0.018896447,0.005807201,0.002729754,0.000739098,0.004327399,0.002027575,0.092133456,0.075576037,0.714285714,0,0.714285714,0.571428571,0.285714286,0.714285714,1,1,0.857142857,0.571428571,0.285714286,1,1,1,0.857142857,0.714285714,0.714285714,0.714285714,0.2,0,0,0,1,0,1,0,0,0,Low
0.107310376,0.013320874,0.12207054,0.012868699,0.33150518,0.264150943,0.082727947,0.386554622,0.024565382,0.043876629,0.060600546,0.127124908,0.077274975,0.152068127,0.149066422,0.000921659,0.142857143,0.285714286,0.714285714,0.142857143,0.428571429,0.571428571,1,1,0.285714286,0,0.142857143,0.571428571,0.714285714,1,1,0.428571429,0.857142857,0.714285714,0.4,0,0,0,1,0,1,0.285714286,0,0,High
0.087060977,0.009699814,0.039835997,0.008467529,0.156611822,0.311320755,0.132394366,0.323529412,0.078609221,0.074203123,0.038216561,0.010347376,0.034619189,0.111922141,0.064279155,0.02764977,0.571428571,0,0.714285714,0,0.142857143,0.285714286,1,1,0.428571429,0.285714286,0.428571429,0.142857143,1,0.571428571,0.714285714,0.142857143,0.285714286,0.285714286,0,0,0,0,1,0.142857143,1,0,0,0,High
0.045532548,0.004002162,0.000232959,0.002932314,0.328458257,0.216981132,0.089696071,0.369747899,0.071617536,0.00709769,0,0.196600148,0,0.131792376,0.093663912,0.005529954,1,0,0.285714286,0,0.142857143,0.285714286,1,0.857142857,0.428571429,0,0.714285714,0.428571429,0.857142857,0.857142857,0.857142857,0.285714286,0.285714286,0.285714286,0,0,0,0,1,0,1,0,0,0,High
0.033748999,0.002785703,0.032148348,0.002079081,0.310176721,0.5,0.037064492,0.571428571,0.031179138,0.033552716,0.036396724,0.162601626,0.045128586,0.075020276,0.001530456,0.044239631,0.428571429,0,0.142857143,0,0.285714286,0.285714286,0.428571429,0.571428571,0.285714286,0,0.714285714,0.285714286,0.428571429,0.714285714,0.857142857,0,0.142857143,0.142857143,0,0.142857143,0.142857143,0,0.857142857,0.142857143,1,0,0,0,High
0.046905388,0.004150827,0.071565019,0.002997116,0.398537477,0.556603774,0.065826538,0.365546218,0.00888133,0.027100271,0.083712466,0.021433851,0.120548961,0.030413625,0.153045608,0.021198157,0.571428571,0.142857143,0.571428571,0,0.714285714,0.857142857,1,1,0.571428571,0,0.285714286,0.714285714,0.857142857,1,1,0.571428571,0.857142857,0.714285714,0,0,0,0,0.571428571,0,1,0,0,0,High
0.047134195,0.004193303,0.052835112,0.003304928,0.223644119,0.556603774,0.106152706,0.205882353,0.002834467,0.022583559,0.119199272,0.210643016,0.116839763,0.002027575,0.001224365,0.007373272,0.714285714,0.142857143,0.571428571,0.142857143,0.428571429,0,0.571428571,0.571428571,0.142857143,0,0.571428571,0.285714286,0.714285714,0.428571429,1,0,0,0,0,0,0,0,1,0,1,0,0,0,High
0.033977806,0.002828178,0.057307925,0.002775708,0.351005485,0.58490566,0.022979985,0.415966387,0.068972033,0.126467931,0.106824386,0.052475979,0.089515331,0.062043796,0.03520049,0.000921659,0.428571429,0.142857143,0.142857143,0.142857143,0.285714286,0.285714286,1,1,0.571428571,0,0.285714286,0.571428571,1,0.714285714,0.857142857,0.571428571,0.285714286,0.571428571,0,0,0.285714286,0,0.714285714,0.142857143,1,0,0,0,High
0.020478206,0.001537387,0.068722919,0.000891035,0.296770262,0.575471698,0.051890289,0.357142857,0.000944822,0.017421603,0.037306642,0.036954915,0.027200791,0.006082725,0.027548209,0,0.571428571,0.142857143,0.571428571,0.428571429,0.285714286,0.428571429,0.571428571,0.428571429,0.428571429,0,0.857142857,0.571428571,0.428571429,0.571428571,1,0.428571429,0.714285714,0.571428571,0,0,0,0,1,0,1,0,0,0,High
0.019791786,0.001490192,0.046638401,0.000804631,0.386349786,0.575471698,0.022979985,0.386554622,0.036848073,0.069686411,0.021474067,0.118994826,0.027571711,0.02838605,0.04285277,0,0.857142857,0.142857143,0.714285714,0.285714286,0.142857143,0.285714286,0.571428571,0.571428571,0.428571429,0,0.142857143,0.428571429,0.571428571,0.714285714,0.857142857,0.142857143,0.428571429,0.285714286,0.2,0.285714286,0,0.142857143,1,0,1,0,0,0,High
0.038897151,0.003341427,0.068210409,0.003218525,0.513711152,0.5,0.080800593,0.567226891,0.021730915,0.040005162,0.037306642,0.144124169,0.058358061,0.02027575,0.104683196,0,0.714285714,0.142857143,0.714285714,0.714285714,0.142857143,0.714285714,1,0.571428571,1,0,0.571428571,1,0.857142857,0.714285714,1,0.714285714,0.571428571,0.571428571,0,0.285714286,0,0,1,0,1,0,0,0,Low
0.058345727,0.006205002,0.056049946,0.008705138,0.691042048,0.688679245,0.183098592,0.764705882,0.056878307,0.080010324,0.067879891,0.033259424,0.098664688,0.079075426,0.101316192,0.006451613,0.857142857,0.142857143,1,0,0,1,0.571428571,0.571428571,1,0,0.285714286,1,0.571428571,0.714285714,0.714285714,0.714285714,0.571428571,0.428571429,0,0,0,0,1,0.285714286,1,0,0,0,High
0.073790184,0.00763856,0.018683315,0.006204841,0.447897623,0.783018868,0.044477391,0.592436975,0.03968254,0.073041683,0.010737034,0.056910569,0.013229476,0.065287916,0.167125803,0,0.428571429,0,1,0.571428571,0,0.857142857,0.857142857,0.571428571,0.714285714,0,0.428571429,0.571428571,0.714285714,0.285714286,0.714285714,0.142857143,0.285714286,0.285714286,0,0,0,0,1,0,1,0,0,0,High
0.067955611,0.00693417,0.053347621,0.007349685,0.63741621,0.896226415,0.005930319,0.806722689,0.037792895,0.0709769,0.097179254,0.101995565,0.068620178,0.04379562,0.125497398,0.003686636,0.571428571,0.142857143,0.714285714,0.428571429,0,0.571428571,0.714285714,0.571428571,0.857142857,0,1,0.857142857,1,0.428571429,0.857142857,0.571428571,0.714285714,0.571428571,0,0.285714286,0.285714286,0,0.714285714,0.142857143,1,0,0,0,High
0.087289784,0.010354649,0.072124121,0.015223191,0.459475929,0.886792453,0.068939956,0.382352941,0.023809524,0.032262227,0.106460419,0.155949741,0.134643917,0.146390916,0.033670034,0.002764977,0.571428571,0.142857143,0.714285714,0.285714286,0,0.428571429,1,0.285714286,0.571428571,0,0.857142857,0.714285714,1,0,1,0.428571429,0.142857143,0.285714286,0,0.428571429,0,0,1,0,1,0,0,0,High
0.064065896,0.006541269,0.035223408,0.009828381,0.828153565,0.924528302,0.037805782,0.915966387,0.028533636,0.107755839,0.046041856,0.087583149,0.054896142,0.150446067,0.440159167,0,0.857142857,0.142857143,0.428571429,0.142857143,0.714285714,0.714285714,0.857142857,0.428571429,0.714285714,0,0.857142857,0.714285714,1,0,1,0.571428571,0.428571429,0.714285714,0,0.142857143,0,0,1,0,1,0,0,0,High
0.060176181,0.005808562,0.10301449,0.006204841,0.594759293,0.971698113,0.076352854,0.773109244,0.009259259,0.017421603,0.072247498,0.088691796,0.099653808,0.03892944,0.158861341,0.021198157,0.571428571,0.285714286,0.714285714,0.571428571,0.428571429,0.857142857,0.285714286,0,0.571428571,0,0.285714286,0.571428571,0.428571429,0,1,0.428571429,0.428571429,0.571428571,0.2,0.285714286,0,0,1,0,1,0.571428571,0,0,High
0.066010754,0.006642739,0.063131901,0.006809664,0.705057892,0.943396226,0.166493699,0.861344538,0.23185941,0.127113176,0.101910828,0.016999261,0.103857567,0.48296837,0.207835935,0.020645161,1,0.285714286,0.571428571,0.142857143,0.571428571,0.857142857,0,0,0.857142857,0,0.571428571,0.857142857,0.285714286,0.285714286,1,0.571428571,0.714285714,0.714285714,0.2,0,0,0,1,0,1,0.571428571,0,0,High
0.099073333,0.012405285,0.20500396,0.015341995,0.728823888,0.405660377,0.021793921,0.890756303,0.091080877,0.054200542,0.08189263,0.171470806,0.106948566,0.163422547,0.411080502,0.009400922,0.857142857,0.571428571,0.857142857,0.571428571,0.714285714,0.428571429,0,0.428571429,0.428571429,0.285714286,0.714285714,0.714285714,0.857142857,1,1,0.142857143,0.428571429,0.571428571,0,0,0,0,1,0,1,0.142857143,0,0,High
0.092323533,0.011214783,0.03373247,0.016465239,0.639244363,0.764150943,0.054855448,0.630252101,0.08446712,0.057813911,0.029117379,0.026607539,0.03152819,0.135036496,0.056320784,0.182119816,1,0,0.428571429,0.428571429,0.285714286,0.714285714,0,0.714285714,0.571428571,0.285714286,0.571428571,0.857142857,1,1,1,0.714285714,0.571428571,0.571428571,0.2,0,0,0,1,0,1,0,0,0,High
0.112000915,0.014328493,0.114196524,0.0128849,0.522242535,0.830188679,0.055596738,0.676470588,0.236016629,0.092915215,0.065150136,0.155210643,0.119312562,0.50567721,0.044689317,0.098986175,0.571428571,0.285714286,1,0.714285714,0.714285714,0.285714286,0.857142857,0.857142857,0.428571429,0.428571429,0.571428571,0.285714286,0.714285714,0.714285714,1,0.142857143,0.285714286,0.285714286,0.2,0,0,0,0.857142857,0,1,0.285714286,0,0,High
0.124013271,0.016794448,0.159343987,0.015363596,0.698354662,0.745283019,0.165455893,0.693277311,0.009637188,0.278487547,0.040946315,0.147080562,0.089638971,0.077453366,0.011631466,0.114470046,0.285714286,0.428571429,0.428571429,0.714285714,0.428571429,0.714285714,1,1,0.857142857,0.285714286,0.571428571,1,0.571428571,0.857142857,1,0.428571429,0.714285714,0.857142857,0,0,0,0,1,0,1,0.428571429,0,0,High
0.11520421,0.014671839,0.015142338,0.012058668,0.62400975,0.839622642,0.042253521,0.781512605,0.028911565,0.473480449,0.01455869,0.005912786,0.019164194,0.064071371,0.069482706,0.208847926,0,0,1,0.285714286,0.571428571,0.857142857,0.428571429,1,0.714285714,0.142857143,1,0.857142857,0.857142857,1,1,0.571428571,0.428571429,0.285714286,0,0,0,0.142857143,1,0,1,0.142857143,0,0.142857143,High
0.108340007,0.013585167,0.17383404,0.015352796,0.327848872,0.754716981,0.083172721,0.453781513,0.020408163,0.037037037,0.119745223,0.093126386,0.200791296,0.02514193,0.055708601,0.037050691,0.142857143,0.571428571,0.714285714,0.857142857,0.428571429,0.142857143,0.428571429,1,0,0.714285714,0.428571429,0.142857143,0.428571429,1,1,0.142857143,0.142857143,0,0.6,0,0,0.142857143,0.857142857,0,1,0.428571429,0,0.142857143,High
0.103992678,0.012589347,0.128733169,0.011934463,0.224253504,0.716981132,0.180726464,0.24789916,0.140778534,0.066589237,0.087716106,0.154471545,0.162462908,0.085969181,0,0.002396313,0,0.428571429,0.142857143,0.571428571,0.571428571,0.285714286,1,1,0,0.714285714,0.857142857,0.142857143,0.428571429,1,1,0,0,0,0.6,0,0,0,1,0,1,0.428571429,0,0,High
0.178926896,0.033736381,0.276196245,0.047484042,0.325411335,0.754716981,0.324388436,0.5,0.09712774,0.126984127,0.304822566,0.312638581,0.31181998,0.090835361,0.006427916,0.014562212,0,0.428571429,0,0.571428571,0.142857143,0.285714286,1,1,0.285714286,0.714285714,0.714285714,0.285714286,0.857142857,1,1,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0.142857143,1,0,1,0.142857143,0,0,High
0.142661023,0.021613088,0.089689233,0.025116375,0.243144424,0.632075472,0.679169755,0.327731092,0,0.93250742,0.091901729,0.040650407,0.120548961,0.002027575,0,0.140829493,0.428571429,0.285714286,0.571428571,0.428571429,0.857142857,0,1,1,0,0.428571429,0.142857143,0,1,0.428571429,1,0,0,0,0,0.285714286,0,0,1,0,1,0,0,0.142857143,High
0.1216108,0.016065281,0.029119881,0.013430321,0.293723339,0.783018868,0.068198666,0.281512605,0.015495087,0.155632985,0.020018198,0.098300074,0.014218595,0.049067315,0.003060912,0.049032258,0,0,0,0.428571429,0.428571429,0,1,1,0.285714286,0.142857143,0,0,1,0.428571429,0.857142857,0,0,0,0.4,0.142857143,0,0.142857143,1,0.142857143,1,0,0.142857143,0.142857143,High
0.101132594,0.012137452,0.033033593,0.009882383,0.285191956,0.490566038,0.055596738,0.235294118,0.000377929,0.041682798,0.027843494,0.194382853,0.03276459,0,0.001530456,0,0,0,0,0.571428571,0.285714286,0.571428571,1,1,0,0.142857143,0.142857143,0.142857143,0.714285714,0.142857143,0.571428571,0,0,0,1,0,0.571428571,0.142857143,0.428571429,0.428571429,0.857142857,0.285714286,0.571428571,0.714285714,High
0.486557602,0.228822878,0.92042119,0.331378457,0.158439975,0.698113208,0.128391401,0.12605042,0,0.130855594,0.758507734,0.534368071,0.899480712,0,0,0.001843318,0.142857143,0.857142857,0,0.285714286,0,0,0.285714286,0.142857143,0,1,0,0,0.428571429,0,0,0,0,0,0,0.571428571,0.714285714,0.857142857,0.285714286,1,0.285714286,0.571428571,0.714285714,0.857142857,High
1,1,0.413315939,1,0.113345521,0.688679245,1,0.088235294,0.000944822,0.003871467,0.34722475,1,0.474901088,0.002027575,0,0,0.285714286,0.857142857,0.142857143,1,0,0,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,1,0.857142857,0.428571429,0.142857143,1,0.285714286,1,1,0.857142857,High
0.600846585,0.31830045,0.061920514,0.503526337,0.139549055,0.773584906,0.142179392,0.428571429,0,0.003226223,0.038944495,0.097560976,0.059470821,0,0.056014692,0,0.285714286,0.285714286,0,0.571428571,0,0.142857143,0,0,0.142857143,0.714285714,0,0.285714286,0.285714286,0.714285714,0,0.142857143,0.142857143,0.142857143,0.2,0.714285714,1,0.285714286,0,1,0,0.714285714,1,0.142857143,High
0.331655417,0.094457856,0.222569072,0.099941678,0.185252894,0.669811321,0.023276501,0.365546218,0,0.016776358,0.137943585,0.129711752,0.202522255,0,0.005203551,0.000737327,0.142857143,0.428571429,0,0.571428571,0,0.142857143,0,0.285714286,0.142857143,0.857142857,0,0.142857143,1,0.285714286,0.428571429,0.142857143,0.142857143,0.285714286,0,0.142857143,0.428571429,0.142857143,0.571428571,0.571428571,0.142857143,0,1,0.428571429,High
0.26553026,0.063638144,0.000931836,0.059105293,0.305301645,0.660377358,0.220163084,0.239495798,0.024187453,0.00709769,0.002183803,0.73466371,0.00148368,0.077453366,0.066115702,0,0,0,0,0.142857143,0,0.285714286,0.714285714,0.285714286,0.142857143,0.857142857,0.142857143,0.285714286,0.857142857,0.571428571,0.571428571,0.285714286,0.285714286,0.285714286,0,0.142857143,0.428571429,0.142857143,0.571428571,0.428571429,0.714285714,0,0.714285714,0.428571429,High
0.210731038,0.041465792,0.012579788,0.029431142,0.243144424,0.490566038,0.008598962,0.18907563,0.002834467,0.000516196,0.003639672,0.760532151,0.002472799,0.02027575,0,0,0,0,0,0.285714286,0,0.142857143,0.428571429,0.571428571,0.142857143,0.285714286,0.142857143,0.142857143,1,0.714285714,0.142857143,0,0,0.142857143,0,0.428571429,0.714285714,0.285714286,0.285714286,0.857142857,0.571428571,0,0.571428571,0.285714286,High
0.196201808,0.036024173,0.003261427,0.024511551,0.070688604,0.688679245,0.011415864,0.054621849,0.024754346,0.000129049,0.004549591,0.099039172,0.003090999,0.069748581,0.001530456,0.014009217,0.285714286,0,0,0,0,0,0.714285714,1,0,0.714285714,0.285714286,0,1,0.142857143,0,0,0,0,0,0.428571429,1,0.285714286,0,1,1,0,0.571428571,0.428571429,High
0.194485757,0.035417714,0.001397754,0.024587154,0.047531993,0.726415094,0.005930319,0.260504202,0.002834467,0,0.009645132,0.023651146,0.007418398,0.00405515,0,0.001658986,0.285714286,0,0,0.142857143,0.142857143,0,0.714285714,0.571428571,0,0.142857143,0.285714286,0,1,0.285714286,0.571428571,0,0.142857143,0,0,0.142857143,0.285714286,0.714285714,0.571428571,0.285714286,1,0,0.142857143,0.571428571,High
0.187278343,0.032893945,0.000698877,0.021968052,0.175502742,0.641509434,0.005930319,0.100840336,0.001889645,0.000516196,0,0.130820399,0,0,0.003060912,0.022119816,0.428571429,0,0,0,0.142857143,0.142857143,0.571428571,0.714285714,0.142857143,0,0,0.285714286,1,0.857142857,0.571428571,0,0,0,0,0,0.285714286,0.142857143,0.714285714,0.285714286,0.714285714,0,0.714285714,0,High
0.172062693,0.028199192,0.000232959,0.019548758,0.102985984,0.641509434,0,0.06302521,0,0.006581494,0,0.001478197,0,0,0,0,0.428571429,0,0,0.142857143,0.285714286,0,0.285714286,0.571428571,0.142857143,0,0.142857143,0,0.714285714,0.714285714,0.857142857,0,0,0,0,0.285714286,0,0,1,0.142857143,0.428571429,0,0.714285714,0.142857143,High
0.166342524,0.026548537,0,0.018317511,0.127361365,0.641509434,0.00222387,0.084033613,0,0,0,0.001478197,0,0.00162206,0.049280686,0.002211982,0.428571429,0,0,0,0,0.285714286,0.857142857,0.857142857,0.285714286,0,0.142857143,0.142857143,0.714285714,0.571428571,1,0.142857143,0,0.142857143,0,0,0,0.285714286,1,0,1,0,0.142857143,0.428571429,High
0.147694772,0.021718098,0,0.014904578,0.360755637,0.575471698,0,0.668067227,0,0.01535682,0,0.005173688,0,0,0.05785124,0,0.571428571,0,0.428571429,0,0,0.285714286,1,0.857142857,0.285714286,0.142857143,0.142857143,0.571428571,0.857142857,0.714285714,0.857142857,0.285714286,0.285714286,0.285714286,0,0,0,0.285714286,1,0,1,0,0.142857143,0.428571429,High
0.14357625,0.020742335,0.000698877,0.014677769,0.138939671,0.632075472,0,0.239495798,0.002267574,0.005161956,0,0.002217295,0,0.014193025,0.071931436,0.011981567,0.285714286,0,0.857142857,0,0,0.571428571,0.857142857,0.857142857,0,0.142857143,0,0.571428571,1,0.714285714,0.714285714,0.428571429,0.428571429,0.285714286,0,0,0,0.142857143,1,0,0.857142857,0,0.142857143,0.428571429,High
0.132936735,0.018232725,0,0.011972265,0.345521024,0.632075472,0,0.466386555,0.078420257,0.000645245,0,0,0,0.02676399,0.026017753,0,0.714285714,0,0.428571429,0,0.142857143,0,0.857142857,1,0.571428571,0.285714286,0.428571429,0.428571429,0.714285714,1,0.285714286,0.285714286,0.142857143,0.428571429,0,0,0,0,1,0,1,0,0,0,High
0.127559776,0.017091778,0.001863672,0.011167633,0.481413772,0.377358491,0,0.462184874,0.007558579,0.038069428,0.005459509,0,0.003709199,0.068937551,0.059075605,0.027834101,0,0,0.714285714,0,0,0.714285714,0.857142857,0.857142857,0.142857143,0,0.142857143,0.428571429,0.571428571,1,0.142857143,0.428571429,0.571428571,0.428571429,0,0,0,0,1,0,0.857142857,0,0.142857143,0,High
0.136368837,0.019027966,0.007454689,0.012965903,0.356489945,0.028301887,0.020163084,0.369747899,0.003779289,0.009033424,0.013648772,0,0.015454995,0.01216545,0.081114172,0.049953917,0.428571429,0,0.428571429,0.428571429,0.285714286,0.285714286,1,1,0.571428571,0.142857143,0.571428571,0.714285714,0.857142857,1,0.142857143,0.285714286,0.285714286,0.571428571,0,0,0,0,1,0,1,0,0.142857143,0,High
0.120924379,0.015711316,0,0.010789619,0.436319318,0.113207547,0.024907339,0.705882353,0.11526833,0.041940896,0.002729754,0.003695492,0.001854599,0.196674777,0.003060912,0.008294931,1,0,0.142857143,0,0.428571429,0,1,1,0.571428571,0.142857143,0.285714286,0.142857143,0.714285714,1,0.857142857,0,0.142857143,0.142857143,0,0,0,0,1,0,1,0,0,0,High
0.12298364,0.01617383,0.01467642,0.011178434,0.440585009,0.226415094,0,0.470588235,0.077475435,0.001290489,0.032939035,0,0.025346192,0.112327656,0.038261402,0.057880184,0.571428571,0,0.142857143,0.142857143,0.285714286,0.285714286,1,1,0.428571429,0,0.714285714,0.571428571,1,1,0.428571429,0.285714286,0.428571429,0.428571429,0,0,0,0,1,0,1,0,0,0,High
0.117263471,0.014995127,0.038671202,0.009925585,0.333942718,0.594339623,0.207561156,0.386554622,0.006613757,0.001290489,0.013648772,0,0.009272997,0.066909976,0.164064891,0.102672811,0.571428571,0.142857143,0.571428571,0.285714286,0.142857143,0.285714286,1,1,0.714285714,0.285714286,0.428571429,0.571428571,1,1,0.571428571,0.142857143,0.428571429,0.428571429,0,0,0,0,1,0,1,0,0,0,High
0.127674179,0.017327755,0.011182034,0.016152027,0.39488117,0.273584906,0.019273536,0.537815126,0.033068783,0.003226223,0.036760692,0.010347376,0.027818991,0.125709651,0.090909091,0,0.428571429,0,0.857142857,0.142857143,0.571428571,0.142857143,0.857142857,1,0.142857143,0,0.285714286,0.285714286,1,1,0.714285714,0.285714286,0.142857143,0.428571429,0,0,0,0,0.857142857,0,1,0,0,0,High
0.134195172,0.018572531,0.050785072,0.013781335,0.480195003,0,0.042994811,0.5,0.085034014,0.067105433,0,0.011086475,0,0.119626926,0.10070401,0,0.285714286,0.142857143,0.285714286,0,0.285714286,0.428571429,0.857142857,0.857142857,0.428571429,0,0.142857143,0.571428571,1,1,0.428571429,0.428571429,0.428571429,0.285714286,0,0,0,0,1,0,1,0,0,0,High
0.173778744,0.029873446,0.099054186,0.036440614,0.42047532,0.301886792,0,0.575630252,0.041572184,0.032907472,0.025477707,0,0.024604352,0.030413625,0.010713193,0,1,0.142857143,0.428571429,0,0.142857143,0.428571429,0.857142857,1,0.571428571,0,0.142857143,0.428571429,0.714285714,1,0.142857143,0.285714286,0.285714286,0.285714286,0,0,0,0,1,0.142857143,1,0.142857143,0,0,High
