WLmean_5721442,RHmean_GK48617,RFmean_5920012,SFmean_5721442,RFmean_6023001,RFmean_5922001,RFmean_6021010,RFd5p.d95p_5921009,RFd5p.d95p_6022001,RFd1mm.d50mm_6021013,RFd5p.d95p_6121015,TMd10p.d90p_GK4861,TMd10p.d90p_KB48615,RHd10p.d90p_KB48615,TNd10p.d90p_GK48617,RFd1mm.d50mm_6120014,RFd5p.d95p_6121067,RFd5p.d95p_KB48615,RFd5p.d95p_6122064,Cases
0.085344926,0.294942108,0.023528864,0.00934349,0.024462565,0.005807201,0.004327399,0.714285714,0.714285714,0.285714286,0.285714286,1,1,1,0.857142857,0.571428571,0.714285714,0.857142857,1,Low
0.107310376,0.33150518,0.12207054,0.013320874,0.082727947,0.043876629,0.077274975,0.142857143,0.714285714,0.428571429,0.142857143,1,1,0.714285714,1,0.142857143,0.571428571,0.285714286,0.571428571,High
0.087060977,0.156611822,0.039835997,0.009699814,0.132394366,0.074203123,0.034619189,0.571428571,0.714285714,0.142857143,0.428571429,0.571428571,1,1,0.714285714,0,0.285714286,0.428571429,0.142857143,High
0.045532548,0.328458257,0.000232959,0.004002162,0.089696071,0.00709769,0,1,0.285714286,0.142857143,0.714285714,0.857142857,1,0.857142857,0.857142857,0,0.285714286,0.428571429,0.428571429,High
0.033748999,0.310176721,0.032148348,0.002785703,0.037064492,0.033552716,0.045128586,0.428571429,0.142857143,0.285714286,0.714285714,0.714285714,0.428571429,0.428571429,0.857142857,0,0.285714286,0.285714286,0.285714286,High
0.046905388,0.398537477,0.071565019,0.004150827,0.065826538,0.027100271,0.120548961,0.571428571,0.571428571,0.714285714,0.285714286,1,1,0.857142857,1,0,0.857142857,0.571428571,0.714285714,High
0.047134195,0.223644119,0.052835112,0.004193303,0.106152706,0.022583559,0.116839763,0.714285714,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.714285714,1,0.142857143,0,0.142857143,0.285714286,High
0.033977806,0.351005485,0.057307925,0.002828178,0.022979985,0.126467931,0.089515331,0.428571429,0.142857143,0.285714286,0.285714286,0.714285714,1,1,0.857142857,0.142857143,0.285714286,0.571428571,0.571428571,High
0.020478206,0.296770262,0.068722919,0.001537387,0.051890289,0.017421603,0.027200791,0.571428571,0.571428571,0.285714286,0.857142857,0.571428571,0.571428571,0.428571429,1,0.428571429,0.428571429,0.428571429,0.571428571,High
0.019791786,0.386349786,0.046638401,0.001490192,0.022979985,0.069686411,0.027571711,0.857142857,0.714285714,0.142857143,0.142857143,0.714285714,0.571428571,0.571428571,0.857142857,0.285714286,0.285714286,0.428571429,0.428571429,High
0.038897151,0.513711152,0.068210409,0.003341427,0.080800593,0.040005162,0.058358061,0.714285714,0.714285714,0.142857143,0.571428571,0.714285714,1,0.857142857,1,0.714285714,0.714285714,1,1,Low
0.058345727,0.691042048,0.056049946,0.006205002,0.183098592,0.080010324,0.098664688,0.857142857,1,0,0.285714286,0.714285714,0.571428571,0.571428571,0.714285714,0,1,1,1,High
0.073790184,0.447897623,0.018683315,0.00763856,0.044477391,0.073041683,0.013229476,0.428571429,1,0,0.428571429,0.285714286,0.857142857,0.714285714,0.714285714,0.571428571,0.857142857,0.714285714,0.571428571,High
0.067955611,0.63741621,0.053347621,0.00693417,0.005930319,0.0709769,0.068620178,0.571428571,0.714285714,0,1,0.428571429,0.714285714,1,0.857142857,0.428571429,0.571428571,0.857142857,0.857142857,High
0.087289784,0.459475929,0.072124121,0.010354649,0.068939956,0.032262227,0.134643917,0.571428571,0.714285714,0,0.857142857,0,1,1,1,0.285714286,0.428571429,0.571428571,0.714285714,High
0.064065896,0.828153565,0.035223408,0.006541269,0.037805782,0.107755839,0.054896142,0.857142857,0.428571429,0.714285714,0.857142857,0,0.857142857,1,1,0.142857143,0.714285714,0.714285714,0.714285714,High
0.060176181,0.594759293,0.10301449,0.005808562,0.076352854,0.017421603,0.099653808,0.571428571,0.714285714,0.428571429,0.285714286,0,0.285714286,0.428571429,1,0.571428571,0.857142857,0.571428571,0.571428571,High
0.066010754,0.705057892,0.063131901,0.006642739,0.166493699,0.127113176,0.103857567,1,0.571428571,0.571428571,0.571428571,0.285714286,0,0.285714286,1,0.142857143,0.857142857,0.857142857,0.857142857,High
0.099073333,0.728823888,0.20500396,0.012405285,0.021793921,0.054200542,0.106948566,0.857142857,0.857142857,0.714285714,0.714285714,1,0,0.857142857,1,0.571428571,0.428571429,0.428571429,0.714285714,High
0.092323533,0.639244363,0.03373247,0.011214783,0.054855448,0.057813911,0.03152819,1,0.428571429,0.285714286,0.571428571,1,0,1,1,0.428571429,0.714285714,0.571428571,0.857142857,High
0.112000915,0.522242535,0.114196524,0.014328493,0.055596738,0.092915215,0.119312562,0.571428571,1,0.714285714,0.571428571,0.714285714,0.857142857,0.714285714,1,0.714285714,0.285714286,0.428571429,0.285714286,High
0.124013271,0.698354662,0.159343987,0.016794448,0.165455893,0.278487547,0.089638971,0.285714286,0.428571429,0.428571429,0.571428571,0.857142857,1,0.571428571,1,0.714285714,0.714285714,0.857142857,1,High
0.11520421,0.62400975,0.015142338,0.014671839,0.042253521,0.473480449,0.019164194,0,1,0.571428571,1,1,0.428571429,0.857142857,1,0.285714286,0.857142857,0.714285714,0.857142857,High
0.108340007,0.327848872,0.17383404,0.013585167,0.083172721,0.037037037,0.200791296,0.142857143,0.714285714,0.428571429,0.428571429,1,0.428571429,0.428571429,1,0.857142857,0.142857143,0,0.142857143,High
0.103992678,0.224253504,0.128733169,0.012589347,0.180726464,0.066589237,0.162462908,0,0.142857143,0.571428571,0.857142857,1,1,0.428571429,1,0.571428571,0.285714286,0,0.142857143,High
0.178926896,0.325411335,0.276196245,0.033736381,0.324388436,0.126984127,0.31181998,0,0,0.142857143,0.714285714,1,1,0.857142857,1,0.571428571,0.285714286,0.285714286,0.285714286,High
0.142661023,0.243144424,0.089689233,0.021613088,0.679169755,0.93250742,0.120548961,0.428571429,0.571428571,0.857142857,0.142857143,0.428571429,1,1,1,0.428571429,0,0,0,High
0.1216108,0.293723339,0.029119881,0.016065281,0.068198666,0.155632985,0.014218595,0,0,0.428571429,0,0.428571429,1,1,0.857142857,0.428571429,0,0.285714286,0,High
0.101132594,0.285191956,0.033033593,0.012137452,0.055596738,0.041682798,0.03276459,0,0,0.285714286,0.142857143,0.142857143,1,0.714285714,0.571428571,0.571428571,0.571428571,0,0.142857143,High
0.486557602,0.158439975,0.92042119,0.228822878,0.128391401,0.130855594,0.899480712,0.142857143,0,0,0,0,0.285714286,0.428571429,0,0.285714286,0,0,0,High
1,0.113345521,0.413315939,1,1,0.003871467,0.474901088,0.285714286,0.142857143,0,0,0,0,0,0,1,0,0,0,High
0.600846585,0.139549055,0.061920514,0.31830045,0.142179392,0.003226223,0.059470821,0.285714286,0,0,0,0.714285714,0,0.285714286,0,0.571428571,0.142857143,0.142857143,0.285714286,High
0.331655417,0.185252894,0.222569072,0.094457856,0.023276501,0.016776358,0.202522255,0.142857143,0,0,0,0.285714286,0,1,0.428571429,0.571428571,0.142857143,0.142857143,0.142857143,High
0.26553026,0.305301645,0.000931836,0.063638144,0.220163084,0.00709769,0.00148368,0,0,0,0.142857143,0.571428571,0.714285714,0.857142857,0.571428571,0.142857143,0.285714286,0.142857143,0.285714286,High
0.210731038,0.243144424,0.012579788,0.041465792,0.008598962,0.000516196,0.002472799,0,0,0,0.142857143,0.714285714,0.428571429,1,0.142857143,0.285714286,0.142857143,0.142857143,0.142857143,High
0.196201808,0.070688604,0.003261427,0.036024173,0.011415864,0.000129049,0.003090999,0.285714286,0,0,0.285714286,0.142857143,0.714285714,1,0,0,0,0,0,High
0.194485757,0.047531993,0.001397754,0.035417714,0.005930319,0,0.007418398,0.285714286,0,0.142857143,0.285714286,0.285714286,0.714285714,1,0.571428571,0.142857143,0,0,0,High
0.187278343,0.175502742,0.000698877,0.032893945,0.005930319,0.000516196,0,0.428571429,0,0.142857143,0,0.857142857,0.571428571,1,0.571428571,0,0.142857143,0.142857143,0.285714286,High
0.172062693,0.102985984,0.000232959,0.028199192,0,0.006581494,0,0.428571429,0,0.285714286,0.142857143,0.714285714,0.285714286,0.714285714,0.857142857,0.142857143,0,0.142857143,0,High
0.166342524,0.127361365,0,0.026548537,0.00222387,0,0,0.428571429,0,0,0.142857143,0.571428571,0.857142857,0.714285714,1,0,0.285714286,0.285714286,0.142857143,High
0.147694772,0.360755637,0,0.021718098,0,0.01535682,0,0.571428571,0.428571429,0,0.142857143,0.714285714,1,0.857142857,0.857142857,0,0.285714286,0.285714286,0.571428571,High
0.14357625,0.138939671,0.000698877,0.020742335,0,0.005161956,0,0.285714286,0.857142857,0,0,0.714285714,0.857142857,1,0.714285714,0,0.571428571,0,0.571428571,High
0.132936735,0.345521024,0,0.018232725,0,0.000645245,0,0.714285714,0.428571429,0.142857143,0.428571429,1,0.857142857,0.714285714,0.285714286,0,0,0.571428571,0.428571429,High
0.127559776,0.481413772,0.001863672,0.017091778,0,0.038069428,0.003709199,0,0.714285714,0,0.142857143,1,0.857142857,0.571428571,0.142857143,0,0.714285714,0.142857143,0.428571429,High
0.136368837,0.356489945,0.007454689,0.019027966,0.020163084,0.009033424,0.015454995,0.428571429,0.428571429,0.285714286,0.571428571,1,1,0.857142857,0.142857143,0.428571429,0.285714286,0.571428571,0.714285714,High
0.120924379,0.436319318,0,0.015711316,0.024907339,0.041940896,0.001854599,1,0.142857143,0.428571429,0.285714286,1,1,0.714285714,0.857142857,0,0,0.571428571,0.142857143,High
0.12298364,0.440585009,0.01467642,0.01617383,0,0.001290489,0.025346192,0.571428571,0.142857143,0.285714286,0.714285714,1,1,1,0.428571429,0.142857143,0.285714286,0.428571429,0.571428571,High
0.117263471,0.333942718,0.038671202,0.014995127,0.207561156,0.001290489,0.009272997,0.571428571,0.571428571,0.142857143,0.428571429,1,1,1,0.571428571,0.285714286,0.285714286,0.714285714,0.571428571,High
0.127674179,0.39488117,0.011182034,0.017327755,0.019273536,0.003226223,0.027818991,0.428571429,0.857142857,0.571428571,0.285714286,1,0.857142857,1,0.714285714,0.142857143,0.142857143,0.142857143,0.285714286,High
0.134195172,0.480195003,0.050785072,0.018572531,0.042994811,0.067105433,0,0.285714286,0.285714286,0.285714286,0.142857143,1,0.857142857,1,0.428571429,0,0.428571429,0.428571429,0.571428571,High
0.173778744,0.42047532,0.099054186,0.029873446,0,0.032907472,0.024604352,1,0.428571429,0.142857143,0.142857143,1,0.857142857,0.714285714,0.142857143,0,0.428571429,0.571428571,0.428571429,High
0.191396865,0.447288239,0.022783395,0.035243091,0.00222387,0.021938315,0.047106825,0.285714286,0.571428571,0.571428571,0.142857143,1,0.857142857,1,0.714285714,0.142857143,1,0.285714286,0.571428571,High
0.181558174,0.483241926,0.066626287,0.031206713,0,0.000645245,0.059965381,0.428571429,0.571428571,0.428571429,0.285714286,1,1,1,0.714285714,0.142857143,0.857142857,0.714285714,0.714285714,High
0.170575449,0.299817185,0.009085403,0.028282964,0.035581913,0,0,0.285714286,0.571428571,0.285714286,0.285714286,1,0.714285714,0.857142857,0.571428571,0,0.428571429,0.428571429,0.571428571,High
0.162910422,0.419865935,0.029119881,0.026062425,0.00074129,0.015485869,0.053165183,1,0.714285714,0.428571429,0.428571429,1,0.714285714,0.857142857,0.571428571,0.142857143,0.428571429,0.571428571,0.285714286,High
0.173435534,0.443631932,0.065741043,0.029119501,0,0.055491031,0.072329377,0.714285714,0.428571429,0.285714286,0.857142857,1,0.714285714,0.714285714,0.571428571,0.714285714,0.714285714,0.428571429,0.571428571,High
0.132593525,0.468616697,0.015375297,0.018204408,0,0,0,0.714285714,0.285714286,0.285714286,0.428571429,0.714285714,0.857142857,0.857142857,1,0.142857143,0.571428571,0.571428571,0.571428571,High
0.127102162,0.45155393,0.121790989,0.016986769,0,0.001935734,0.071711177,0.571428571,1,0.571428571,0.428571429,0.428571429,1,1,1,0.428571429,0.428571429,0.571428571,0.428571429,High
0.128360599,0.436928702,0.027955085,0.017302977,0.031134173,0.006581494,0.044510386,0.571428571,0.857142857,0.428571429,0.571428571,0.428571429,0.714285714,0.428571429,1,0.428571429,0.428571429,0.571428571,0.571428571,High
0.119894749,0.388787325,0.055537437,0.015515455,0.065233506,0.052781004,0.055019782,0.714285714,0.857142857,0.428571429,0.714285714,0.857142857,0.428571429,0,1,0.571428571,0.142857143,0.142857143,0.142857143,High
0.127330969,0.502132846,0.00386712,0.017048123,0.04892513,0,0.001854599,0.857142857,0.142857143,0.571428571,0.714285714,1,0.428571429,0.285714286,1,0.142857143,0.285714286,0.571428571,0.571428571,High
0.134423979,0.628884826,0.086660765,0.018663382,0.026686434,0,0.041419387,0.571428571,0.428571429,0.571428571,0.428571429,0.714285714,0.857142857,0.857142857,0.428571429,0.142857143,0.285714286,0.571428571,0.571428571,High
0.174007551,0.586837294,0.075245772,0.029847488,0.008154188,0,0.09396637,0.428571429,0.714285714,0.285714286,0.142857143,0.285714286,0.857142857,0.857142857,1,0.714285714,0.428571429,0.571428571,1,High
0.189566411,0.565508836,0.210827936,0.035142801,0.147516679,0.006452445,0.110039565,0.428571429,0.857142857,0.571428571,0.428571429,0.857142857,0.714285714,0.571428571,1,0.571428571,0.714285714,0.571428571,0.571428571,High
0.181901384,0.447288239,0.232632903,0.03154062,0.169755374,0.115498774,0.209569733,0.571428571,0.285714286,0.142857143,0.428571429,0,0.571428571,0.571428571,1,0.571428571,0.428571429,0.571428571,0.428571429,High
0.157876673,0.631322364,0.05227601,0.024369294,0.120088955,0.026455026,0.077274975,0.428571429,0.571428571,0.428571429,0.714285714,0.428571429,1,0.857142857,1,0.428571429,0.571428571,0.857142857,0.714285714,High
0.175609198,0.751371115,0.006289894,0.029538359,0.037805782,0.064524455,0.018545994,0.857142857,1,0.285714286,0.857142857,0.285714286,0.428571429,1,1,0,0.714285714,0.571428571,0.428571429,High
0.195400984,0.829981718,0.093929087,0.03595338,0.002965159,0.081946058,0.130440158,0,0.571428571,0.857142857,0.571428571,0,0.857142857,0.714285714,1,0.571428571,0.428571429,0.714285714,0.428571429,High
0.175037181,0.524680073,0.057028374,0.030287585,0.063750927,0.066976384,0.036473788,0.714285714,0.428571429,0.714285714,0.714285714,0,0.571428571,1,1,0.571428571,0.428571429,0.571428571,1,Low
0.162567212,0.432053626,0.146111914,0.025920839,0.034840623,0.017421603,0.112017804,0.142857143,0.428571429,0.857142857,0.428571429,0,0,1,1,0.428571429,0.571428571,0.714285714,0.571428571,High
0.313350875,0.458866545,0.183059218,0.08577392,0.131208302,0.0118725,0.079624135,0.571428571,1,1,0.428571429,0.142857143,0.428571429,1,1,0.428571429,0.714285714,0.571428571,0.714285714,High
0.226518705,0.862279098,0.007920608,0.048153366,0.005189029,0.190734288,0.042655786,1,0.428571429,0.571428571,0.714285714,1,1,0.571428571,1,0.285714286,0.142857143,0.428571429,0.285714286,High
0.206955726,0.606946984,0.068862694,0.040019256,0.016308377,0.098722416,0.211424332,1,0.285714286,0.428571429,0.285714286,1,0.285714286,0.714285714,1,0.142857143,1,1,1,High
0.20203638,0.555149299,0.065554675,0.038612836,0.124536694,0.039618015,0.143422354,0.428571429,1,0.571428571,0,1,1,1,1,0.285714286,0.857142857,0.857142857,0.857142857,High
0.219883309,0.644119439,0.104831571,0.045063254,0.027872498,0.184281843,0.136127596,0.285714286,1,0.285714286,0,1,1,1,1,0.714285714,0.714285714,0.857142857,0.714285714,High
0.269305571,0.301645338,0.125099008,0.065262842,0.254410675,0.244547684,0.179277943,0.285714286,0.857142857,0.571428571,0,1,1,1,0.857142857,0.714285714,0.142857143,0.285714286,0.285714286,High
0.25912367,0.407678245,0.044308811,0.060691978,0.139510749,0.097690025,0.047106825,0,0.428571429,0.142857143,0.142857143,1,1,0.714285714,0.571428571,0.428571429,0.428571429,0.142857143,0.285714286,High
0.241734355,0.33150518,0.091086987,0.053547789,0.038843588,0.04736095,0.149975272,0.285714286,0.285714286,1,0.714285714,1,1,1,0.857142857,0.857142857,0,0.285714286,0.285714286,High
0.272165656,0.387568556,0.211387038,0.06639435,0.139955523,0.151116273,0.268298714,0,0.285714286,0.428571429,0.285714286,1,0.714285714,1,0.428571429,0.571428571,0.571428571,0.285714286,0.571428571,High
0.267017504,0.188909202,0.085915296,0.064248143,0.288510007,0.020905923,0.06330366,0,0.714285714,0.571428571,0.428571429,0.857142857,0.857142857,1,0.857142857,0.571428571,0,0,0,High
0.245166457,0.284582572,0.026091413,0.055069837,0.132690882,0.016647309,0.042532146,0,0,0,0.142857143,0.857142857,0,0.857142857,0.285714286,0.714285714,0.142857143,0,0,High
0.23715822,0.291285801,0.112053301,0.051747288,0.020163084,0.001935734,0.170746785,0,0.285714286,0.428571429,0.428571429,0.571428571,0.285714286,0.857142857,0.142857143,0.428571429,0,0,0,High
0.213934332,0.208409506,0.005684201,0.042669272,0.19051149,0.010323913,0.0012364,0,0.142857143,0,0,0.142857143,0.571428571,1,0.285714286,0.285714286,0,0.285714286,0,High
0.422720513,0.149908592,0.05073848,0.14393033,0.042253521,0.334236676,0.053907023,0.428571429,0,0.142857143,0.285714286,0.428571429,0.571428571,0.857142857,0.428571429,0.714285714,0,0,0,High
0.248484155,0.216331505,0.000465918,0.056440861,0.044477391,0.127629372,0,0.428571429,0,0,0,0.285714286,0.142857143,0.857142857,0.142857143,0,0,0,0,High
0.206726919,0.220597197,0.018170806,0.039934304,0,0.087108014,0.0006182,0.285714286,0,0,0,0.714285714,0.142857143,0.571428571,1,0.142857143,0.428571429,0.571428571,0.142857143,High
0.219654502,0.326630103,0.061967106,0.045007799,0.025945145,0.012259646,0.176186944,0.285714286,0.714285714,0,0,0,0.142857143,0.428571429,0.285714286,0.142857143,0.428571429,0.285714286,0.428571429,High
0.219997712,0.227909811,0.412756837,0.045229617,0.087472202,0.004516712,0.236152324,0.285714286,0.571428571,0,0,0.571428571,0.857142857,1,0.285714286,0.571428571,0.285714286,0,0.285714286,Low
0.234641345,0.306520414,0.059171598,0.051939609,0.056782802,0.021938315,0.069609298,0.285714286,0.428571429,0,0.285714286,0.857142857,0.142857143,0.714285714,0.428571429,0.714285714,0.428571429,0,0.142857143,High
0.264386226,0.393662401,0.009085403,0.063323116,0.066123054,0.001935734,0.009520277,0.142857143,0.285714286,0,0.428571429,0.285714286,0.428571429,0.714285714,0.571428571,0.428571429,0.285714286,0.428571429,0.571428571,High
0.218968081,0.460694698,0.01160136,0.044623157,0.006819867,0,0.008036597,0.714285714,0.714285714,0,0.285714286,0.857142857,0.714285714,1,0.857142857,0.142857143,0.428571429,0.285714286,0.285714286,High
0.183503032,0.185862279,0.012533197,0.031701084,0.005930319,0,0.014713155,0.142857143,0.285714286,0.285714286,0.142857143,1,0.142857143,1,0.714285714,0.285714286,0,0.142857143,0,High
0.184532662,0.301035953,0.004239855,0.032322882,0.041512231,0.017679701,0.007542038,0.428571429,0.142857143,0.142857143,0.428571429,1,0.857142857,1,1,0.142857143,0.142857143,0.285714286,0.428571429,High
0.156160622,0.240706886,0,0.02380531,0.004447739,0.003613369,0.0006182,0,0.571428571,0.285714286,0.571428571,1,1,1,1,0,0.142857143,0.142857143,0.142857143,High
0.14357625,0.355271176,0,0.020770652,0.028910304,0.001290489,0,0.285714286,0.428571429,0.142857143,0,1,1,1,0.714285714,0,0.428571429,0.428571429,0.571428571,Low
0.133851962,0.164533821,0.007920608,0.018468701,0,0.004516712,0.022255193,0.857142857,0.428571429,0.285714286,0.428571429,1,1,1,0.857142857,0,0,0.142857143,0.428571429,High
0.12939023,0.28702011,0.008619485,0.017508277,0.034840623,0,0.006181998,0,0.285714286,0,0.142857143,1,1,0.714285714,0.428571429,0,0.285714286,0.428571429,0.285714286,Low
0.125157305,0.698354662,0,0.016584429,0.029651594,0,0,0.571428571,0.285714286,0.142857143,0.571428571,1,0.857142857,1,0.571428571,0,0.714285714,0.428571429,0.571428571,Low
0.122754834,0.503351615,0.006056935,0.016088878,0.00074129,0.000645245,0.004945598,1,0.714285714,0.285714286,0,1,1,1,0.714285714,0,0.285714286,0.285714286,0,Low
0.120466766,0.408287629,0,0.01567356,0.007412898,0,0,0.285714286,0.142857143,0.285714286,0.428571429,1,1,1,0.857142857,0,0.714285714,0.571428571,0.714285714,High
0.120695573,0.548446069,0,0.0156712,0,0.055491031,0,0.285714286,0.428571429,0.285714286,0.857142857,1,0.857142857,1,0.714285714,0,1,0.714285714,0.714285714,Low
0.113259352,0.574649604,0.001164795,0.014206966,0,0.121564073,0,0.571428571,0.714285714,0.285714286,0.428571429,1,0.857142857,1,0.714285714,0,0.428571429,0.428571429,0.571428571,Low
0.126987759,0.45155393,0.016074174,0.017011546,0.00074129,0.042328042,0,1,0.428571429,0.714285714,0.714285714,1,1,0.857142857,0.714285714,0,0.142857143,0.285714286,0.142857143,Low
0.146436335,0.391224863,0.017238969,0.021541115,0,0.09936766,0.037710188,0.714285714,0.285714286,0,0.857142857,1,1,0.857142857,0.142857143,0,0.428571429,0.571428571,0.142857143,Low
0.124814094,0.648385131,0.017471928,0.01657617,0.00148258,0.039488966,0.040182987,0.571428571,0.714285714,0.428571429,0.428571429,1,1,0.714285714,0.857142857,0,0.857142857,0.857142857,0.857142857,Low
0.179956527,0.422912858,0.043330383,0.030922361,0.114306894,0.065169699,0.049455984,0.285714286,0.857142857,0.571428571,0.428571429,1,1,1,0.857142857,0,0.857142857,0.428571429,0.714285714,High
0.159935934,0.494210847,0.032148348,0.024877823,0.00800593,0,0.058852621,0.428571429,0.857142857,0.571428571,0.285714286,1,1,1,0.857142857,0,0.571428571,0.428571429,0.428571429,Low
0.20912939,0.507007922,0.089922192,0.041267571,0.025945145,0.105820106,0.15504451,1,0.714285714,0.142857143,1,0.714285714,1,1,0.857142857,0.142857143,0.428571429,0.428571429,0.428571429,High
0.184303855,0.496039001,0.009318362,0.032194275,0.102297999,0.009162473,0.039193867,0.428571429,0.428571429,0.285714286,0.857142857,1,1,1,1,0,0.428571429,0.285714286,0.571428571,High
0.163253632,0.452163315,0.022364068,0.025978654,0.03721275,0.045812363,0.052299703,0.285714286,0.142857143,0.857142857,0.428571429,1,0.714285714,0.428571429,1,0,0.714285714,0.285714286,0.571428571,High
0.150554856,0.516758074,0.033779062,0.022467323,0,0.161956381,0.042037587,0.285714286,0.571428571,0.571428571,0.571428571,0.714285714,1,0.714285714,0.857142857,0,0.428571429,0.428571429,0.428571429,High
0.162338405,0.524680073,0.059870475,0.025858306,0.050407709,0.069041167,0.087289812,0.714285714,0.428571429,0.571428571,0.285714286,0.857142857,1,0.857142857,1,0.285714286,0.285714286,0.428571429,0.571428571,Low
0.180528544,0.533211456,0.078973117,0.031147719,0.023721275,0.08517228,0.021636993,0.571428571,0.428571429,0.428571429,0.714285714,0.714285714,0.714285714,0.571428571,1,0.428571429,0.142857143,0.714285714,0.714285714,High
0.21519277,0.417428397,0.141406141,0.04349047,0.00148258,0.010323913,0.144040554,0.285714286,0.571428571,0.142857143,0.571428571,1,0.714285714,0.571428571,1,0.428571429,0.428571429,0.285714286,0.285714286,High
0.151927697,0.558805606,0.051483949,0.022851965,0.168272795,0.232933282,0,1,0.714285714,0,0.428571429,0.714285714,0.857142857,0.714285714,1,0.142857143,0.285714286,0.714285714,0.714285714,High
0.17366434,0.521023766,0.082700461,0.029274065,0.058710156,0.00709769,0.12611276,0.857142857,0.714285714,0,0.571428571,0.857142857,1,1,0.857142857,0.428571429,0.285714286,0.428571429,0.285714286,High
0.156275026,0.778793418,0.04146671,0.023874923,0.129577465,0.089688992,0.008654797,1,0.285714286,0,0.571428571,1,0.714285714,0.857142857,1,0,0.857142857,0.714285714,0.714285714,High
0.169545819,0.722120658,0.091552905,0.027605712,0.030392884,0.041295651,0.112512364,0.714285714,0.714285714,0,0.571428571,1,0.857142857,0.857142857,1,0.428571429,0.857142857,0.571428571,0.714285714,High
0.23109484,0.677635588,0.133159391,0.049480734,0.099332839,0.074203123,0.131676558,0.571428571,0.714285714,0,0.428571429,1,1,0.571428571,1,0.428571429,0.714285714,0.714285714,0.714285714,High
0.274796934,0.797684339,0.103107674,0.067283981,0.00074129,0.004516712,0.119312562,0.857142857,1,0.142857143,0.857142857,1,1,1,0.857142857,0.285714286,0.714285714,0.857142857,0.857142857,High
0.249742592,0.853747715,0,0.056713414,0.156412157,0.264550265,0.06120178,0.857142857,0.571428571,0.285714286,0.857142857,1,1,1,0.857142857,0.428571429,0.857142857,0.571428571,0.714285714,Low
0.252488274,0.761730652,0,0.058116294,0.038547072,0.020647826,0.06305638,0.571428571,0.714285714,1,0.857142857,1,1,1,0.714285714,0.285714286,1,0.857142857,0.714285714,Low
0.220912939,0.687995125,0,0.045426657,0.051890289,0.102593883,0,0.571428571,0.714285714,0.714285714,0.714285714,0.714285714,1,0.857142857,1,0.142857143,0.714285714,1,0.714285714,High
0.232696488,0.629494211,0,0.050044718,0.014825797,0.070331656,0.287339268,1,0.714285714,0.428571429,0.714285714,1,1,0.714285714,1,0.571428571,0.428571429,0.428571429,0.428571429,High
0.222857797,0.660572821,0,0.046174703,0.139362491,0.063233966,0.013105836,0.142857143,0.142857143,0.714285714,0.857142857,1,1,0.714285714,1,0.428571429,0,0.857142857,0.857142857,High
0.239903901,0.444241316,0,0.053158428,0.060044477,0.140534262,0.127349159,0,0.857142857,0.571428571,0.857142857,1,1,0.571428571,1,0.428571429,0,0.714285714,0.714285714,High
0.237615833,0.494210847,0,0.052143729,0.151223128,0.040005162,0.050692384,0.285714286,0.857142857,0.571428571,0.714285714,1,1,0.571428571,1,0.571428571,0,0,0,Low
0.263356595,0.647166362,0,0.062517256,0.077094144,0.001290489,0.070474777,0.428571429,0.142857143,0.571428571,0.571428571,1,1,1,1,0.857142857,0,0.428571429,0.285714286,High
0.298478435,0.591102986,0,0.077565478,0.128243143,0.292811976,0.087784372,0.857142857,0.285714286,0.571428571,0.571428571,1,1,1,0.857142857,1,0.142857143,0.571428571,0.285714286,High
0.264729436,0.646556977,0,0.062969151,0.134173462,0.026455026,0.071711177,0.857142857,0.142857143,0.285714286,0,1,1,0.571428571,1,0.571428571,0.857142857,0.428571429,1,Low
0.300423293,0.670932358,0,0.078472807,0.128984433,0.176022713,0.074183976,0.571428571,0.857142857,0.428571429,0.142857143,0.428571429,1,0.428571429,0.714285714,0.571428571,0.714285714,0.857142857,0.857142857,Low
0.351218396,0.702620353,0.187858175,0.103836742,0.051148999,0.420570396,0.318991098,0.428571429,0.857142857,0,0.285714286,0.142857143,0.571428571,0.142857143,1,0.571428571,0.428571429,0.142857143,0.571428571,Low
0.334515502,0.447288239,0.046219075,0.093137567,0.595255745,0.262872629,0.052670623,0.714285714,0.714285714,0.285714286,0.714285714,0,0.428571429,0.142857143,1,0.285714286,0.285714286,0.142857143,0.285714286,Low
0.331197803,0.460694698,0.020826539,0.093653176,0.029651594,0.552448455,0.070598417,0,0.285714286,0.142857143,0.714285714,0,0,0.285714286,1,0,0.285714286,0,0.428571429,High
0.332913854,0.521633151,0.3270745,0.092590102,0.026538176,0.099923563,0.358432245,0,0.571428571,0.857142857,0.571428571,0,0,0,0.857142857,0.571428571,0.142857143,0.428571429,0.285714286,High
0.399496625,0.463741621,0.211806364,0.158510139,0.727353595,0.067820165,0.234545005,0.142857143,0.142857143,0.714285714,0.428571429,0,0,0,1,0.428571429,0,0.285714286,0.142857143,High
0.622812035,0.383302864,0.592228486,0.309011235,0.176426983,0.035716767,0.502472799,0.285714286,0.285714286,0.428571429,0.428571429,0.285714286,0,0,0.857142857,0.571428571,0,0,0.142857143,High
0.330168173,0.361365021,0.005963752,0.091366564,0.414529281,0.007415349,0.007171118,0.142857143,0,0,0.142857143,0.714285714,0,0,0.714285714,0.142857143,0.142857143,0.285714286,0.142857143,High
