WLmean_5721442,RHmean_GK48617,RFmean_5920012,SFmean_5721442,RFmean_6023001,RFmean_5922001,RFmean_6021010,RFd5p.d95p_5921009,RFd5p.d95p_6022001,RFd1mm.d50mm_6021013,RFd5p.d95p_6121015,TMd10p.d90p_GK4861,TMd10p.d90p_KB48615,RHd10p.d90p_KB48615,TNd10p.d90p_GK48617,RFd1mm.d50mm_6120014,RFd5p.d95p_6121067,RFd5p.d95p_KB48615,RFd5p.d95p_6122064,Cases
0.07939595,0.622181596,0.017471928,0.008459758,0.128094885,0.128403665,0.046983185,1,0.714285714,0.428571429,0.571428571,1,0.285714286,1,0.714285714,0.428571429,0.428571429,0.285714286,0.428571429,Low
0.062578652,0.724558196,0.015142338,0.00613185,0.125426242,0.045941412,0.038328388,0.714285714,0.285714286,0.428571429,0.571428571,1,1,1,0.571428571,0.142857143,0.571428571,0.857142857,0.571428571,Low
0.082713648,0.748324193,0.004659181,0.009010763,0.024462565,0.027745516,0.004327399,0.428571429,0.714285714,0.428571429,0.714285714,1,1,1,0.714285714,0,1,1,1,Low
0.129275827,0.852528946,0.036807529,0.017995568,0.005189029,0.0295522,0.044386746,0.857142857,1,0.428571429,0.428571429,0.571428571,1,1,0.428571429,0.142857143,0.857142857,0.571428571,0.857142857,Low
0.105594326,0.613650213,0.022829986,0.012795826,0.18250556,0.033036521,0.082220574,0.714285714,0.714285714,0.428571429,0.428571429,1,1,1,0.857142857,0.571428571,0.285714286,0.142857143,0.142857143,Low
0.074362201,0.880560634,0.003680753,0.007646819,0.062120089,0.06387921,0.006676558,0.285714286,0.285714286,0.428571429,1,0.714285714,0.857142857,0.714285714,0.714285714,0,1,0.857142857,0.714285714,Low
0.100102963,0.876904326,0.019615152,0.011810624,0.068791698,0.016131114,0.083086053,0.857142857,0.857142857,0.571428571,0.714285714,1,1,1,0.571428571,0,0.571428571,0.714285714,0.857142857,Low
0.102276627,0.778184034,0.001397754,0.012633002,0.04595997,0.016131114,0.0012364,0.285714286,0.714285714,1,0.285714286,1,1,1,0.857142857,0,0.142857143,0.428571429,0.142857143,Low
0.080311177,0.788543571,0.012346829,0.008581286,0.024907339,0.294360563,0.015454995,0.142857143,0.428571429,0.428571429,1,0.857142857,1,1,0.571428571,0.428571429,0.714285714,0.571428571,0.714285714,Low
0.13041986,0.68190128,0.000931836,0.018064002,0.05841364,0.602658408,0.009272997,0.142857143,0.571428571,0.285714286,0.857142857,0.857142857,1,1,0.428571429,0,0.285714286,0.285714286,0.285714286,Low
0.091751516,0.667276051,0.005823976,0.010509214,0.037805782,0.419925152,0.013600396,0.714285714,0.285714286,1,0.285714286,1,0.857142857,0.857142857,0.714285714,0.285714286,0.142857143,0,0.142857143,Low
0.080311177,0.568555759,0.065228533,0.008581286,0,0.470512324,0.115356083,0.571428571,0,0.571428571,0.714285714,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.142857143,0.142857143,0,High
0.17194829,0.848872639,0.131295718,0.029464027,0.445070423,0.044521874,0.308852621,0.285714286,0,0.142857143,0.285714286,0.857142857,1,1,0.428571429,0.714285714,0.285714286,0.714285714,0.285714286,Low
0.449834115,0.719073735,0.225317989,0.176261471,0.830985915,0.020518777,0.62487636,0.285714286,0.714285714,0.571428571,0.142857143,0.857142857,1,1,0.857142857,0.285714286,0.571428571,0.714285714,0.714285714,Low
0.428211875,0.73857404,0.12440013,0.145205783,0.445218681,0.175506517,0.356948566,0.285714286,0.571428571,0,0,0.857142857,1,1,0.428571429,0.571428571,0.428571429,0.285714286,0.285714286,Low
0.204210045,0.619134674,0.006988771,0.039487129,0.496515938,0.021164021,0.018545994,0.428571429,0.428571429,0.142857143,0.857142857,0.857142857,1,1,0.857142857,0.285714286,0,0.285714286,0.142857143,Low
0.153414941,0.604509445,0.010250198,0.023269643,0.035581913,0.000258098,0.024109792,0.285714286,0.285714286,0,0.714285714,1,0.714285714,1,0.857142857,0.428571429,0.142857143,0,0.142857143,Low
0.172863517,0.720292504,0.047057727,0.028926,0.044477391,0.133436572,0.127349159,0.571428571,0.142857143,0.285714286,0.285714286,0.857142857,0.857142857,1,1,0.285714286,0.428571429,0.571428571,0.571428571,Low
0.120466766,0.733698964,0.000232959,0.015627544,0.082431431,0.085946574,0.00111276,1,0.428571429,0.285714286,0.142857143,0.571428571,1,1,1,0,0.142857143,0.428571429,0.285714286,Low
0.119208329,0.620962827,0.002795509,0.015521355,0.015567087,0.388953413,0.005069238,0.571428571,0.285714286,0.285714286,0.285714286,0.857142857,0.857142857,1,1,0.142857143,0.285714286,0.142857143,0.571428571,Low
0.224917058,0.402193784,0.083632297,0.052137829,0.00074129,0.04968383,0.189169139,0.571428571,0.285714286,0,0.571428571,1,1,1,1,0.142857143,0.571428571,0.571428571,0.285714286,Low
0.18075735,0.49055454,0.001397754,0.031172496,0.063750927,0.009678668,0.003709199,0.285714286,0.857142857,0.142857143,0.142857143,1,0.857142857,0.857142857,1,0,0,0.285714286,0.285714286,Low
0.519963391,0.505789153,0.196803802,0.23181978,0.103187546,0,0.462289812,0.571428571,0.714285714,0.285714286,0.142857143,1,1,0.571428571,0.857142857,0.285714286,0.428571429,0.285714286,0.428571429,Low
0.242191969,0.50274223,0.015421889,0.053787305,0.323202372,0,0.023120673,0.571428571,0.714285714,0.285714286,0.428571429,1,1,1,0.857142857,0,0.142857143,0.285714286,0.428571429,Low
0.185562293,0.474710542,0.01467642,0.032458568,0.018532246,0,0.028437191,0.714285714,0.285714286,0.428571429,0.285714286,1,1,1,1,0,0.571428571,0.428571429,0.428571429,Low
0.132364718,0.560329067,0.000232959,0.019220286,0.035581913,0.029681249,0,0.142857143,0.714285714,0.428571429,0.571428571,1,1,0.857142857,1,0,0.428571429,0.571428571,0.428571429,Low
0.086031347,0.513101767,0,0.009417822,0,0.051619564,0,0.285714286,0.857142857,0.285714286,0.285714286,1,1,1,0.714285714,0,0.285714286,0.714285714,0.714285714,Low
0.089234641,0.411943936,0.006289894,0.010150529,0,0.124532198,0,0.428571429,0.714285714,0.428571429,0.428571429,1,1,1,0.714285714,0,0,0.142857143,0.428571429,Low
0.09358197,0.305301645,0.022084518,0.010526912,0.007412898,0.005678152,0.027077151,0.428571429,0,0.142857143,0.714285714,1,1,1,0.714285714,0,0.285714286,0.285714286,0.142857143,Low
0.097586089,0.300426569,0.027955085,0.011234841,0.060044477,0.127887469,0.040924827,0.714285714,0.428571429,0.428571429,0.571428571,1,1,0.714285714,0.857142857,0,0.571428571,0.142857143,0.142857143,Low
0.104221485,0.472882389,0.029818758,0.012622383,0.021497405,0.007742935,0.004327399,0.714285714,0.285714286,0.571428571,0,1,1,1,1,0,0.714285714,0.571428571,0.571428571,Low
0.120352362,0.460694698,0.023295905,0.01617501,0,0.002839076,0.105712166,0.571428571,0.857142857,0.428571429,0.285714286,1,1,0.857142857,0.857142857,0,0.857142857,0.571428571,0.857142857,Low
0.140372955,0.332114564,0.044961096,0.020168912,0.007412898,0.012646793,0.06120178,0.285714286,0.857142857,0.142857143,0.285714286,1,1,1,0.428571429,0,0.285714286,0.285714286,0.571428571,Low
0.149639629,0.478366849,0.045659973,0.02249446,0.0744255,0.066460188,0.122403561,0.714285714,0.285714286,0.142857143,0.571428571,1,1,0.857142857,0.571428571,0,0.285714286,0.428571429,0.571428571,Low
0.125157305,0.421084704,0.003727345,0.016991488,0.030096368,0.041940896,0.002225519,0.428571429,0.285714286,0.142857143,0.714285714,1,1,1,0.857142857,0.285714286,0.285714286,0.142857143,0.142857143,Low
0.141059375,0.375380865,0.006755812,0.020278641,0.003706449,0.000645245,0.014465875,0.571428571,0.142857143,0.428571429,0.428571429,1,0.714285714,1,0.714285714,0.285714286,0.428571429,0.428571429,0.571428571,Low
0.15169889,0.276051188,0.070353632,0.02390324,0.017049666,0.103239128,0.09396637,0.285714286,1,0.571428571,0.428571429,0.714285714,0.857142857,0.857142857,1,0.571428571,0.428571429,0.142857143,0.285714286,Low
0.080883194,0.469226082,0.008386526,0.009121672,0.070422535,0.092915215,0.013600396,0.714285714,0,0.571428571,0.285714286,0.857142857,1,1,0.857142857,0,0.714285714,0.285714286,0.857142857,Low
0.032261755,0.403412553,0,0.002634678,0.014825797,0.02839076,0,0.714285714,0.714285714,0.285714286,0.571428571,1,0.571428571,0.571428571,1,0.285714286,0.714285714,0.285714286,0.428571429,Low
0.036037067,0.446678854,0.030750594,0.003032298,0.04595997,0.044521874,0.022255193,0.428571429,0.571428571,0.285714286,0.428571429,1,0.714285714,0.714285714,1,0.142857143,0.571428571,0.428571429,0.571428571,Low
0.047935019,0.438756855,0.015608256,0.004549627,0.057079318,0.025809782,0.054648863,0.714285714,1,0.285714286,0.714285714,1,1,0.714285714,0.857142857,0.142857143,0.428571429,0.714285714,0.571428571,Low
0.092781146,0.555149299,0.029166473,0.011072018,0.098591549,0.047231901,0.057863501,0.714285714,1,0.142857143,0.428571429,1,1,0.571428571,1,0.285714286,0.571428571,0.857142857,0.857142857,Low
0.077794303,0.510664229,0.009970647,0.008197824,0.020756116,0.063104917,0.017927794,0.285714286,1,0.428571429,0.571428571,1,1,1,0.714285714,0,0.428571429,0.857142857,0.714285714,Low
0.054112802,0.463741621,0.013744584,0.005133669,0.024462565,0.047102852,0.103857567,1,1,0.285714286,0.571428571,1,0.857142857,0.571428571,0.571428571,0.142857143,0.714285714,0.428571429,0.571428571,Low
0.085001716,0.47714808,0.013045707,0.009448499,0.017790956,0.015485869,0.017309594,0.142857143,0.857142857,0.285714286,1,0.714285714,0.857142857,0.428571429,1,0.285714286,0.428571429,0.571428571,0.285714286,Low
0.120809976,0.709932968,0.081722033,0.01636733,0.100815419,0.04258614,0.12611276,0.285714286,0.571428571,0.428571429,1,0.142857143,1,1,1,0.428571429,1,0.857142857,1,Low
0.104907905,0.501523461,0.045659973,0.012793466,0.138621201,0.061298232,0.060583581,0.714285714,0.857142857,0.857142857,0.571428571,0.714285714,0.571428571,0.428571429,1,0.142857143,0.571428571,0.571428571,0.428571429,Low
0.106852763,0.566727605,0.013744584,0.013378688,0.033654559,0.044521874,0.06120178,0.285714286,0.428571429,0.714285714,0.571428571,0.285714286,0.142857143,0,1,0.285714286,0.428571429,0.571428571,0.428571429,Low
0.119437135,0.587446679,0.026557331,0.015847002,0.021942179,0.014840625,0.052546983,0.714285714,0.571428571,0.571428571,0.714285714,0.857142857,0.714285714,0.857142857,0.714285714,0,1,1,1,Low
0.106738359,0.38147471,0.024600475,0.013244181,0.04744255,0.068395922,0.053536103,0.428571429,0.714285714,0.428571429,0.428571429,0.571428571,0.428571429,0.428571429,1,0,0.571428571,0.428571429,0.285714286,Low
0.165427297,0.565508836,0.023761823,0.027394513,0.012601927,0.083881791,0.079376855,0.571428571,0.285714286,0.428571429,0.571428571,0.428571429,0.857142857,0.857142857,1,0,0.714285714,0.571428571,0.857142857,Low
0.123098044,0.596587447,0.015421889,0.017109477,0.058561898,0.046457607,0.004327399,0.714285714,1,0.428571429,1,1,0.571428571,1,0.857142857,0,0.857142857,1,0.571428571,Low
0.039469168,0.424741011,0.023062946,0.003576224,0.032616753,0.10181959,0.022255193,0.285714286,1,0.142857143,0.428571429,1,0.428571429,0.857142857,1,0.142857143,0.428571429,0.142857143,0.285714286,Low
0.073675781,0.655697745,0.109490752,0.0084338,0.077094144,0.035617499,0.081602374,0.571428571,0.714285714,0.571428571,0.714285714,0.714285714,1,1,1,0,0.571428571,0.571428571,0.428571429,Low
0.044274111,0.981718464,0.011880911,0.003874734,0.032320237,0.045812363,0.023491592,0.571428571,0.857142857,0.428571429,0.571428571,0.571428571,1,1,0.857142857,0.142857143,0.285714286,0.285714286,0.285714286,Low
0.052739961,0.664838513,0.073568467,0.004865836,0.045515196,0.061298232,0.105464886,0.428571429,0.285714286,0.285714286,0.571428571,0.571428571,1,1,1,0.142857143,0.571428571,0.571428571,0.428571429,Low
0.11589063,0.831200487,0.109863486,0.01587178,0.110007413,0.04258614,0.0640455,0.285714286,0.571428571,0.142857143,0.571428571,1,0.857142857,0.857142857,1,0,0.571428571,0.428571429,0.428571429,Low
0.159935934,0.458866545,0.017425337,0.027533739,0.042550037,0.326493741,0.034371909,0.285714286,0.571428571,0.285714286,0.285714286,1,0.571428571,0.428571429,1,0.428571429,0.428571429,0.285714286,0.285714286,Low
0.126530145,0.460694698,0.104505428,0.01697025,0.065974796,0.199380565,0.085929773,0.428571429,0.285714286,0.571428571,0.428571429,1,1,1,1,0.571428571,0.714285714,0.571428571,0.285714286,Low
0.160164741,0.542961609,0.003727345,0.025884263,0.046404744,0.168537876,0.004945598,0.285714286,0.714285714,0.571428571,0.428571429,0.714285714,1,1,1,0.285714286,0.285714286,0.285714286,0.285714286,Low
0.156618236,0.371724558,0.203419839,0.025330898,0.107190511,0.189572848,0.210806133,0.714285714,0.285714286,0.428571429,0.571428571,0,1,1,0.857142857,0.285714286,0.285714286,0.285714286,0.285714286,Low
0.170918659,0.371115174,0.156688254,0.030346579,0.416604893,0.045296167,0.159866469,0.285714286,0.714285714,0.571428571,0.571428571,0.714285714,0.857142857,1,0.857142857,0.428571429,0.142857143,0,0.285714286,Low
0.527514014,0.626447288,0.467735172,0.226540986,0.152112676,0.043102336,0.286721068,0.571428571,0.142857143,0.428571429,0.285714286,0.857142857,0.142857143,1,0.857142857,0.428571429,0.571428571,0.857142857,0.714285714,High
0.333028258,0.519804997,0.085076644,0.094864915,0.137138621,0.043360434,0.121538081,0.714285714,0.714285714,0.285714286,0.428571429,1,0.571428571,0.285714286,0.571428571,0.142857143,0.428571429,0.285714286,0.571428571,Low
0.2364718,0.824497258,0.102967898,0.051839319,0.297850259,0.254355401,0.039317507,0.285714286,0.142857143,0.285714286,0.285714286,0,0.857142857,0.857142857,0.714285714,0.714285714,0.571428571,0.571428571,0.428571429,Low
0.159707127,0.460085314,0.024227741,0.024864844,0.034988881,0.003871467,0.020771513,0.142857143,0.571428571,0.142857143,0.428571429,0.285714286,1,1,0.857142857,0.142857143,0.571428571,0.285714286,0.285714286,Low
0.171147466,0.398537477,0.089689233,0.028330159,0.022090437,0,0.058481701,0,0.428571429,0.142857143,0.428571429,0.571428571,0.571428571,1,0.714285714,0.571428571,0.428571429,0.428571429,0.428571429,Low
0.223429814,0.263254113,0.303918371,0.056923433,0.037805782,0.011614402,0.263105836,0,0.428571429,0.285714286,0.428571429,0.428571429,0.571428571,0.857142857,0.857142857,0.571428571,0.142857143,0,0,High
0.283262785,0.160877514,0.137958347,0.076831591,0.135656042,0,0.09297725,0.571428571,0,0.285714286,0.714285714,0.714285714,0.714285714,1,0.714285714,0.142857143,0,0,0,Low
0.169088205,0.149908592,0,0.027396872,0.00074129,0,0,0.714285714,0,0.428571429,0.428571429,0.428571429,0.571428571,0.857142857,0.428571429,0,0,0.142857143,0.142857143,Low
0.138084887,0.564290067,0,0.01948694,0,0.001935734,0.0006182,0.285714286,0,0.285714286,0,0.857142857,1,1,1,0,0.714285714,0.857142857,0.571428571,Low
0.118407505,0.365630713,0,0.015246442,0.008154188,0,0,0.571428571,0.714285714,0.285714286,0,0.142857143,0.714285714,1,1,0,0.571428571,0.428571429,0.428571429,High
0.099073333,0.343083486,0,0.011567568,0,0,0.0006182,0.714285714,0.428571429,0,0,0.428571429,0.857142857,1,0.714285714,0,0,0,0,High
0.088548221,0.275441804,0.000232959,0.009837861,0.004447739,0.05678152,0,0.571428571,0.285714286,0,1,0.857142857,0.571428571,1,0.857142857,0,0.428571429,0.571428571,0.428571429,High
0.081912825,0.315661182,0,0.008766527,0,0.008001032,0,0.142857143,0.285714286,0.142857143,0.857142857,1,0.857142857,1,0.571428571,0,0.571428571,0.714285714,0.571428571,High
0.075849445,0.335770871,0,0.007875716,0,0.011356304,0,0.571428571,0.571428571,0.714285714,0.142857143,1,1,1,0.571428571,0,0.571428571,0.285714286,0.571428571,Low
0.065324334,0.31261426,0.044169035,0.006394963,0,0.001290489,0.044015826,0.571428571,0.428571429,0.428571429,0.571428571,1,1,1,0.857142857,0.142857143,0.142857143,0.428571429,0.142857143,Low
0.109827251,0.281535649,0.015235522,0.014395747,0.057820608,0,0.004821958,0.571428571,0,0.285714286,0.714285714,1,1,1,0.714285714,0,0.428571429,0.571428571,0.428571429,High
0.067955611,0.224862888,0.020267437,0.006758367,0.01675315,0.018712092,0.009272997,0.285714286,0.571428571,0.285714286,0.571428571,1,1,1,0.571428571,0.285714286,0.857142857,0.571428571,0.571428571,High
0.08008237,0.371115174,0.000232959,0.008666237,0.023276501,0,0,0.571428571,0.571428571,0.285714286,0.285714286,1,1,1,0.857142857,0,0.571428571,0.142857143,0.571428571,High
0.068870839,0.316879951,0,0.006973106,0.004892513,0.000387147,0,0.428571429,0.571428571,0.428571429,0.428571429,1,0.857142857,1,0.857142857,0.142857143,0.428571429,0.142857143,0.428571429,Low
0.064065896,0.146252285,0.001118203,0.00632889,0.001037806,0.000258098,0,0.857142857,0.142857143,0.285714286,0.571428571,1,1,0.857142857,0.571428571,0,0.571428571,0.285714286,0.571428571,Low
0.092666743,0.231566118,0.019382193,0.010957569,0.00074129,0.060007743,0.002472799,0.285714286,0.428571429,0.142857143,0.714285714,1,1,0.857142857,0.571428571,0.142857143,0.571428571,0.428571429,0.285714286,Low
0.074705411,0.276660573,0.005823976,0.007826161,0.00222387,0.010969157,0,0.428571429,0.285714286,0.571428571,0.285714286,1,1,1,0.714285714,0,0.428571429,0.428571429,0.714285714,Low
0.059260954,0.341255332,0.092484741,0.005652817,0,0.024519293,0.016073195,0.571428571,0.857142857,0.285714286,0.714285714,1,1,1,0.571428571,0.142857143,0.428571429,0.285714286,0.285714286,High
0.080654387,0.143205362,0.044728137,0.008759448,0.00074129,0.096141438,0.046983185,0.714285714,0.285714286,0.285714286,0.428571429,0.714285714,0.714285714,1,0.428571429,0.285714286,0,0.142857143,0.142857143,High
0.097357282,0.365021328,0.017704887,0.011371708,0.028910304,0.132920377,0.012363996,0.714285714,0.142857143,0.285714286,0.571428571,1,0.857142857,0.857142857,0.714285714,0.285714286,0.428571429,0.857142857,0.571428571,High
